"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"EAGLE VILLAGE AFTER SCHOOL PROGRAM @ WESTLAKE MIDDLE SCHOOL";;"2629 Harrison Street";;"Oakland";"CA";94612;"510-457-1474";;"ALAMEDA";"bryanmassengale@evccyfs.org";;;"Bryan";"Massengale";;;"http://www.evccyfs.org/";;;;;;"We are in our 14th year of offering ASP to students at Westlake Middle School.  We offer a ""club-based"" model, where students enroll in project-based clubs to participate in.  These are offered by community-based organizations, credentialed teachers within the school community, and volunteers.  We charge $300 for participation in ASP for the entire school year. This is a high impacted program, and we usually operate with a waiting list of 100+ students throughout the year.  We do our best to offer equitable access to our clubs, while giving priority to our returning students and families each year.";;;"YES";"NO";;"Westlake Middle School"
"EAGLE VILLAGE AFTER SCHOOL PROGRAM @ MONTERA MIDDLE SCHOOL";;"5555 Ascot Drive";;"Oakland";"CA";94611;"510-457-1474";;"ALAMEDA";"kenyalatimore@evccyfs.org";;;"Kenya";"Latimore";;;"http://www.evccyfs.org/";;;;;;"We are in our 3rd year of offering ASP to students at Montera Middle School.  We offer a ""club-based"" model, where students enroll in project-based clubs to participate in.  These are offered by community-based organizations, credentialed teachers within the school community, and volunteers.  All families at Montera are asked to contribute $100 towards the cost of offering programs to the larger school community.";;;"YES";"NO";;"Montera Middle School"
"EAGLE VILLAGE AFTER SCHOOL PROGRAM @ PARKER ELEMENTARY SCHOOL";;"7929 Ney Avenue";;"Oakland";"CA";94605;"510-457-1474";;"ALAMEDA";"marcodiaz@evccyfs.org";;;"Marco";"Diaz";;;"http://www.evccyfs.org/";;;;;;"We are in our 2nd year of offering ASP to students at Parker Elementary School.  We serve approximately 110 students each day, ranging from Transitional Kindergarten to 7th grade.  We are working with ASP staff to create an intentional community in the ASP here, where students take ownership over their school, their program, and their community at large. This is a high impacted program, and we usually operate with a waiting list of 100+ students throughout the year.  We do our best to offer equitable access to the program, so please stay up to date with our waiting list that will be updated weekly throughout the year.";;;"YES";"NO";;"Parker Elementary School"
"BOYS & GIRLS CLUBS OF METRO DENVER - BOETTCHER CLUB";;"1523 Boston Street";;"Aurora";"CO";80010;"303-364-0039";;"ARAPAHOE";"boettcher@bgcmd.org";;;"Travis";"Stealy";"6–18";;"http://www.bgcmd.org/";;;;;;"The Boettcher Club in Aurora was purchased August 1, 1984. The 16,500 square foot facility has an education center, cultural arts center, wood shop, technology lab, weight training room, kitchen, gym, social recreation area, and a teen game room. Like all Boys & Girls Clubs of Metro Denver, the Boettcher Club provides a full range of activities and programs for its members.";"Academics & Careers; Character & Leadership; Healthy Lifestyles; PACE Program";"$2 per year";"YES";"NO";;
"BOYS & GIRLS CLUBS OF METRO DENVER - COLE";;"3240 Humboldt Street";;"Denver";"CO";80205;"720-423-9123";;"DENVER";"MayraS@bgcmd.org";;;"Mayra";"Sierra";"5–10";;"http://www.bgcmd.org/";;;;;;"The Cole Boys & Girls Club operates in near northeast Denver, primarily serving youth and families from Cole, Five Points and Whittier. Classes and activities span Academics, Healthy Lifestyles and Leadership, and are primarily geared towards youth in grades 5-10, and their families. In addition to programming, Cole also provides free snacks, dinner and summer programming.  Schedules change regularly, please contact site leadership for more information regarding registration, hours and other important details.";"Academics & Careers; Character & Leadership; Healthy Lifestyles; PACE Program";"$2 per year";"YES";"NO";;
"BOYS & GIRLS CLUBS OF METRO DENVER - COPE";;"808 Inca Street";;"Denver";"CO";80204;"303-893-8214";;"DENVER";"cope@bgcmd.org";;;"Julius";"Flores";"6–18";;"http://www.bgcmd.org/";;;;;;"Our original Club opened near West 8th Avenue and Santa Fe Drive in 1961. Six years later, the Club moved one block east to 8th Avenue and Inca Street. The Club serves nearly 1,000 members each year and participates in a variety of community events. The Club also features the Cambyland Teen Room, a space just for teenaged members of the Club funded by former Denver Nuggets Center Marcus Camby. The Teen Room is equipped with computer stations, books and research resources, and serves as a quiet place for teens to concentrate on their studies and have fun.";"Academics & Careers; Character & Leadership; Healthy Lifestyles; PACE Program";"$2 per year";"YES";"NO";;
"BOYS & GIRLS CLUBS OF METRO DENVER - DENVER BRONCOS";;"4397 Crown Boulevard";;"Denver";"CO";80239;"303-373-1900";;"DENVER";"broncos@bgcmd.org";;;"Rich";"Barrows";"6–18";;"http://www.bgcmd.org/";;;;;;"The Denver Broncos Boys & Girls Club officially opened on August 28, 2003. The Club, a partnership between Boys & Girls Clubs of Metro Denver and the Denver Broncos Football Club, serves more than 1,500 kids each year. The Broncos partnership is about much more than just funding. Several current and former Denver Broncos players are alumni of Boys & Girls Clubs. These alumni along with other players and Denver Broncos Football Club staff have made commitments to share their time and serve as role models for current Club members. The 14,948 square-foot facility, a former recreation center leased to Boys & Girls Clubs of Metro Denver by the City & County of Denver, includes a gymnasium, arts and crafts studio, learning center, technology center, and game room. The Darrent Williams Memorial Teen Center was dedicated on May 29, 2008, to better serve the teens in the Montbello community. The Teen Center provides a safe place for teenagers in the Montbello neighborhood to spend their afternoons and evenings. They can work on homework, learn new computer skills, participate in sports with their friends, and much, much more.";"Academics & Careers; Character & Leadership; Healthy Lifestyles; PACE Program";"$2 per year";"YES";"NO";;
"BOYS & GIRLS CLUBS OF METRO DENVER - FORCE";;"1550 South Wolff St.";;"Denver";"CO";80219;"720-424-7412";;"DENVER";"AnnieV@bgcmd.org";;;"Annie";"Vassallo";;;"http://www.bgcmd.org/";;;;;;"The Force Boys & Girls Club is located within Force Elementary School in southwest Denver. Since 2005, Force students in grades 2-5 have benefitted from robust programming across all of Boys & Girls Clubs of Metro Denver’s key areas – and, also including a special focus on Science education.  Each day, 100 youth participate in outcome based activities, receive homework help and are provided with dinner – all at no cost.  Enrollment typically happens at the beginning of the school year, and is capped to ensure a targeted staff-to-student learning environment.  Beyond afterschool programming, Force also provides family services, snack and dinner and a summer camp.";"Academics & Careers; Character & Leadership; Healthy Lifestyles; PACE Program";"$2 per year";"YES";"NO";;
"BOYS & GIRLS CLUBS OF METRO DENVER - GODSMAN";;"2120 West Arkansas Avenue";;"Denver";"CO";80223;"303-892-9200";"x193";"DENVER";"KendraN@bgcmd.org";;;"Kendra";"Nicolai";;;"http://www.bgcmd.org/";;;;;;"The Godsman Boys & Girls Club is housed within Godsman Elementary School, which is located in southwest Denver.  This unique program was created in Fall 2013 as an Extended Learning Opportunity project in conjunction with Denver Public Schools, Colorado Education Initiative and the National Center for Time and Learning.  The program serves all 1st-5th grade students in the school, with enrichment programming occurring during the school day so that Godsman teaching faculty has time for collaborative planning while Boys & Girls Club staff are leading children through quality, outcome-based activities.";"Academics & Careers; Character & Leadership; Healthy Lifestyles; PACE Program";"$2 per year";"YES";"NO";;
"BOYS & GIRLS CLUBS OF METRO DENVER - JEFFERSON COUNTY";;"1275 S. Teller Street";;"Lakewood";"CO";80232;"303-985-0202";;"JEFFERSON";"jeffco@bgcmd.org";;;"Shelly";"Kelley";;;"http://www.bgcmd.org/";;;;;;"Boys & Girls Clubs Jefferson County Club opened at Stein Elementary School (previously O’Connell Middle School) in August 2010. More than 200 students participate in activities that promote academic success, help youth develop character and leadership skills, and lead healthy lifestyles. Club members have access to cultural enrichment activities, homework help, arts, technology, physical fitness, and character and leadership programs. ";"Academics & Careers; Character & Leadership; Healthy Lifestyles; PACE Program";"$2 per year";"YES";"NO";;
