"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"BRICKS 4 KIDZ - TEMPLE CITY";;"9908 Las Tunas Dr. #E";;"Temple City";"CA";91780;"626-287-7044";;"LOS ANGELES";"templecity@bricks4kidz.com";;;"Chris";"Lam";;"YES";"http://www.bricks4kidz.com/";;"Monday - Friday";"3:00pm-6:00pm";;;"Bricks 4 Kidz is now offering two great after school program options. Students will explore the world of engineering and architecture in an open, friendly, and team based environment using only LEGO® Educational products. Children will take their learning beyond the classroom in a fun and interactive way. Bricks 4 Kidz is offering a great after school program for your children.  This after school program will be held at our Children’s Fun and Creativity Center. Students will receive daily snack, homework help, LEGO® build using LEGO® Educational products, math enrichment program, and much more!";;"$240.00 every 4 weeks (Transportation Option: $1.00 per day)";"YES";"NO";;
"TRINITY KIDS CLUB";;"3973 N Cedar Ave";;"Fresno";"CA";93726;"559-229-8581 ";;"FRESNO";"trinity@tlcfresno.com";;;;;;;"http://www.tlcfresno.com/";;"Monday - Friday";"2:30 PM- 5:30 PM";;;"The Trinity Kids' Club provides high-quality and diverse after-school care for all children, Kindergarten to 6th grade. The TKC is an enriching experience culturally, academically, and spiritually, for all participating children. This program is offered at free of cost to families. ";;;"YES";"NO";;
"REDWOODS PRESBYTERIAN CHURCH - STUDY, FUN AND MUSIC AFTERSCHOOL PROGRAM";;"110 Magnolia Avenue";;"Larkspur";"CA";94939;"415-924-4832 ";;"MARIN";"office@redwoodspres.org";;;"Suellen";"Barnettt";;;"http://redwoodspres.org/";;"Wednesday";"2:00 pm - 4:00 pm";;;"Redwoods Presbyterian Church is happy to offer an after-school program of study hall, snacks and music for children in grades one through four. We welcome all children. The first hour of the program will be centered on the children’s homework preparation. Please have students check with their teachers about homework due the next day, or beyond, including special projects. Students need to come prepared to work on specific assignments. Qualified staff will supervise their work and help keep them focused. Following this hour, there will be a half-hour for healthy snacks, such as veggies and juice – and fun worksheets and games. The last half-hour will be upbeat music and singing led by Redwoods’ intern, Stephanie Ryder, a trained musician and choir director. The students will prepare for a music presentation every four weeks, which will be sung during Redwoods worship service once a month. Parents are invited to attend this service along with their children. Services are at 10 am. This program is not religious in any way. Some of the songs will be universal and spiritual in nature, those typically sung by young people.";;"$6 per session";"YES";"NO";;
"FECC LEARNING INSTITUTE AFTER SCHOOL PROGRAM";;"11330 E. 166th Street";;"Cerritos";"CA";90703;"562-865-2424";;"LOS ANGELES";"learning.fecc@aol.com";;;;;"5–12";;"http://learning.fecc.us/";;"Monday - Friday";"After school until 6:30 P.M";;;"FECC Learning Institute is a non-profit, state-registered heritage school, located in the City of Cerritos, dedicated to serving children and their families in the community.  We are conveniently located near several major freeways. We offer after school activities and second languages learning (Chinese and Spanish) Monday through Friday during the school year. ";"Chinese & Spanish language learning; Extracurricular Activities - Chinese Cultural Activities, Chinese Calligraphy, Drawing Class, Chess Class, Private  Piano Lessons, and etc.";"$300 per month";"YES";"NO";;
"AFRICAN AMERICAN ART & CULTURE COMPLEX AFTER SCHOOL PROGRAMS";;"762 Fulton Street";;"San Francisco";"CA";94102;"415-922-2049";;"SAN FRANCISCO";"info@aaacc.org";;;;;;;"http://www.aaacc.org/";;;;;;"The African American Art and Culture Complex (AAACC) is a community based, 501(c)3 arts and cultural organization. Our mission is to empower our community through Afro-centric artistic and cultural expression, mediums, education and programming. We are dedicated to inspiring children and youth to serve as agents of change, cultivating their leadership skills and fostering a commitment to community service and activism. In addition, we encourage, support and promote the work of young, aspiring Bay Area artists. We also strive to develop partnerships with organizations that are similarly committed to our mission, and offer our space to the community for special events.";"TALENT ALLSTARS DANCE PROGRAM; MARTIAL ARTS - KARATE; VISUAL ART; MATH TUTORING PROGRAM; GRAPHIC DESIGN; PROJECT LEVEL - RECORDING STUDIO; DANCE CLASSES";;"YES";"NO";;
"RICHMOND DISTRICT NEIGHBORHOOD CENTER - RDASC AT ALAMO ELEMENTARY SCHOOL";;"250 23rd Avenue";;"San Francisco";"CA";94121;"415-867-7723";;"SAN FRANCISCO";;;;;;;;"http://rdnc.org/";;"Monday - Friday";"2:40 pm – 6:00 pm";;;"A program of the Richmond District Neighborhood Center, Richmond District After School Collaborative (RDASC) provides elementary aged youth and their families with affordable after school environments that are safe, fun, enriching in the arts, academically enhancing and culturally relevant. The program serves over 300 students and operates Monday through Friday at four locations. RDASC works with its partners and its Parent Advisory Council to deliver the highest quality after school program for you and your family.";"Classes in music, puppetry, drama, digital storytelling, and nature art; Tutoring and homework assistance; Recreational activities and field trips; Counseling services; Snacks";;"YES";"NO";;
"RICHMOND DISTRICT NEIGHBORHOOD CENTER - RDASC AT ARGONNE ELEMENTARY SCHOOL";;"680 18th Avenue";;"San Francisco";"CA";94121;"415-867-7724";;"SAN FRANCISCO";;;;;;;;"http://rdnc.org/";;"Monday - Friday";"2:40 pm – 6:00 pm";;;"A program of the Richmond District Neighborhood Center, Richmond District After School Collaborative (RDASC) provides elementary aged youth and their families with affordable after school environments that are safe, fun, enriching in the arts, academically enhancing and culturally relevant. The program serves over 300 students and operates Monday through Friday at four locations. RDASC works with its partners and its Parent Advisory Council to deliver the highest quality after school program for you and your family.";"Classes in music, puppetry, drama, digital storytelling, and nature art; Tutoring and homework assistance; Recreational activities and field trips; Counseling services; Snacks";;"YES";"NO";;
"RICHMOND DISTRICT NEIGHBORHOOD CENTER - RDASC AT GEORGE PEABODY ELEMENTARY SCHOOL";;"251 6th Avenue";;"San Francisco";"CA";94118;"415-867-7720";;"SAN FRANCISCO";;;;;;;;"http://rdnc.org/";;"Monday - Friday";"2:40 pm – 6:00 pm";;;"A program of the Richmond District Neighborhood Center, Richmond District After School Collaborative (RDASC) provides elementary aged youth and their families with affordable after school environments that are safe, fun, enriching in the arts, academically enhancing and culturally relevant. The program serves over 300 students and operates Monday through Friday at four locations. RDASC works with its partners and its Parent Advisory Council to deliver the highest quality after school program for you and your family.";"Classes in music, puppetry, drama, digital storytelling, and nature art; Tutoring and homework assistance; Recreational activities and field trips; Counseling services; Snacks";;"YES";"NO";;
"RICHMOND DISTRICT NEIGHBORHOOD CENTER - RDASC AT LAFAYETTE ELEMENTARY SCHOOL";;"4545 Anza Street";;"San Francisco";"CA";94121;"415-867-1113";;"SAN FRANCISCO";;;;;;;;"http://rdnc.org/";;"Monday - Friday";"1:50 pm – 6:00 pm";;;"A program of the Richmond District Neighborhood Center, Richmond District After School Collaborative (RDASC) provides elementary aged youth and their families with affordable after school environments that are safe, fun, enriching in the arts, academically enhancing and culturally relevant. The program serves over 300 students and operates Monday through Friday at four locations. RDASC works with its partners and its Parent Advisory Council to deliver the highest quality after school program for you and your family.";"Classes in music, puppetry, drama, digital storytelling, and nature art; Tutoring and homework assistance; Recreational activities and field trips; Counseling services; Snacks";;"YES";"NO";;
"RICHMOND DISTRICT NEIGHBORHOOD CENTER - RICHMOND VILLAGE BEACON AT PRESIDIO MIDDLE SCHOOL";;"450 30th Avenue";;"San Francisco";"CA";94121;"415-831-6084";;"SAN FRANCISCO";;;;;;;;"http://rdnc.org/";;"Monday - Friday";"Dismissal – 6:00 pm";;;"Where else can teens do their homework, learn job skills, and practice hip-hop dance – all in one afternoon? The Richmond District Neighborhood Center runs the Richmond Village Beacon (RVB), which transforms Presidio Middle School, Roosevelt Middle School, and George Washington High School into community centers providing an array of free programs from day to night. RVB is one of eight Beacon Centers in San Francisco under the umbrella of the San Francisco Beacon Initiative. The Beacon provides a place for people to connect, to learn from each other and to create a sense of community — a sense of community that is so hard to find sometimes on our own. Whether you’re a pre-teen looking for a free art class, a teenager looking for a job, or a grandparent looking for a place to share your experiences with others — no matter what your age, the Beacon is here to serve you. Students at Roosevelt Middle School and Presidio Middle School have the opportunity to choose from a variety of classes every nine weeks. Classes include Homework Assistance, Hip Hop Dance, Breakdancing, Cartooning, Chess, Arts & Crafts, Leadership, or Video Production. Students can also choose to participate in specialized “academies” where they have the opportunity to spend more time every day with experts in a field of their interest.  On Fridays, students can participate in group games, movies, sports, and field trips to help build community and teamwork among their peers. ";;;"YES";"NO";;
"RICHMOND DISTRICT NEIGHBORHOOD CENTER - RICHMOND VILLAGE BEACON AT ROOSEVELT MIDDLE SCHOOL";;"460 Arguello Blvd.";;"San Francisco";"CA";94118;"415-531-0159";;"SAN FRANCISCO";;;;;;;;"http://rdnc.org/";;"Monday - Friday";"Dismissal – 6:00 pm";;;"Where else can teens do their homework, learn job skills, and practice hip-hop dance – all in one afternoon? The Richmond District Neighborhood Center runs the Richmond Village Beacon (RVB), which transforms Presidio Middle School, Roosevelt Middle School, and George Washington High School into community centers providing an array of free programs from day to night. RVB is one of eight Beacon Centers in San Francisco under the umbrella of the San Francisco Beacon Initiative. The Beacon provides a place for people to connect, to learn from each other and to create a sense of community — a sense of community that is so hard to find sometimes on our own. Whether you’re a pre-teen looking for a free art class, a teenager looking for a job, or a grandparent looking for a place to share your experiences with others — no matter what your age, the Beacon is here to serve you. Students at Roosevelt Middle School and Presidio Middle School have the opportunity to choose from a variety of classes every nine weeks. Classes include Homework Assistance, Hip Hop Dance, Breakdancing, Cartooning, Chess, Arts & Crafts, Leadership, or Video Production. Students can also choose to participate in specialized “academies” where they have the opportunity to spend more time every day with experts in a field of their interest.  On Fridays, students can participate in group games, movies, sports, and field trips to help build community and teamwork among their peers. ";;;"YES";"NO";;
"RICHMOND DISTRICT NEIGHBORHOOD CENTER - RICHMOND VILLAGE BEACON AT GEORGE WASHINGTON HIGH SCHOOL";;"600 32nd Avenue";;"San Francisco";"CA";94121;"415-750-8554";;"SAN FRANCISCO";;;;;;;;"http://rdnc.org/";;"Monday - Friday";"Lunch Break, Dismissal – 6:00 pm";;;"Where else can teens do their homework, learn job skills, and practice hip-hop dance – all in one afternoon? The Richmond District Neighborhood Center runs the Richmond Village Beacon (RVB), which transforms Presidio Middle School, Roosevelt Middle School, and George Washington High School into community centers providing an array of free programs from day to night. RVB is one of eight Beacon Centers in San Francisco under the umbrella of the San Francisco Beacon Initiative. The Beacon provides a place for people to connect, to learn from each other and to create a sense of community — a sense of community that is so hard to find sometimes on our own. Whether you’re a pre-teen looking for a free art class, a teenager looking for a job, or a grandparent looking for a place to share your experiences with others — no matter what your age, the Beacon is here to serve you. High school programs are located on the campus of George Washington High School. We target three areas: Youth Employment, Multicultural Programs and Teen Enrichment Services. Programs take place at lunchtime and after school. They are free of charge and food is provided. ";"Employment Programs; Multicultural Programs; Teen Center & Academic Support; Youth Enrichment Programs";;"YES";"NO";;
