"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"The Park School After-School Program";;"171 GODDARD AVENUE";;"BROOKLINE";"MA";"02445";"617-277-2456";;"NORFOLK";"info@parkschool.org";;;;;;;"https://www.parkschool.org/";;;;;;"The After-School Program provides a safe, relaxed, nurturing, and non-academic setting for children at Park in Pre-Kindergarten through Grade V. With its own separate ten-member staff and well-equipped facility, ASP offers a cheerful environment where children can participate in a variety of creative projects and indoor and outdoor play. Families who desire a longer day for their children may elect, at additional cost, to stay up until 6 p.m. every day or for a few days each week. Time at our After-School Program is an appropriate balance of supervised free play, quiet time for reading and homework, and structured activities in which children can explore their own interests and develop friendships. Children who stay at ASP between 3 - 4:30 p.m. enjoy a variety of ""clubs,"" creative activities that rotate every four weeks. Cooking, jewelry making, drama, sewing, clay, and arts and crafts are among the favorite choices. Upper Division students can participate in an optional Tuesday After-School Program that includes time for games, activities, and (weather permitting) outside play as well as a study hall. From 2 - 4:30 p.m. the students will be in the main building, and at 4:30, they will join the younger students at the ASP building. ";;;"YES";"NO";;
"Fall Brook Child Development Center After School Care";;"12 CROSSROADS DRIVE";;"EAST FREETOWN";"MA";" 02717";"508-763-1911";;"BRISTOL";;;;;;;;"http://fallbrookchilddevctr.com/";;;;;;"You don’t need to sacrifice your livelihood to give your child a quality education.It’s tough not to worry about your kids while they’re at school, let alone during their after-school hours. Fall Brook provides after-school care to help put your mind at ease As a child care center, we realize that children need constant care and encouragement, and that parents don’t always have the time to provide that. You can trust our EEC certified teachers to equip your school-aged children with the best supplemental education tools so they can succeed. We offer a few different options to make your life easier: Before school care; After school care; Summer programs.";;;"YES";"NO";"http://fallbrookchilddevctr.com/files/2016/06/logo.jpg";
"Francis Wyman School After School Program";;"41 TERRACE HALL AVENUE";;"BURLINGTON";"MA";"01803";"781-270-1769";;"MIDDLESEX";;;;;;;;"http://www.burlington.org/";;"Monday - Friday";"school dismissal - 6:00 pm";;;"The Burlington Public Schools' child care programs provide a safe, engaging, and nurturing environment for families requiring quality child care for before school, after school, and summer vacation. Our mission emphasizes creating an atmosphere that balances student learning, enrichment, physical activity, and free time in a stimulating and enjoyable setting. The child care programs offered by the Burlington Schools provide parents with safe, convenient, reliable, and affordable out-of-school time care for their children. The programs maintain clear policies and procedures and actively encourage and welcome open communication and parent involvement.";;;"YES";"NO";;
"Memorial School After School Program";;"125 WINN STREET";;"BURLINGTON";"MA";"01803";"781-238-4657";;"MIDDLESEX";;;;;;;;"http://www.burlington.org/";;"Monday - Friday";"school dismissal - 6:00 pm";;;"The Burlington Public Schools' child care programs provide a safe, engaging, and nurturing environment for families requiring quality child care for before school, after school, and summer vacation. Our mission emphasizes creating an atmosphere that balances student learning, enrichment, physical activity, and free time in a stimulating and enjoyable setting. The child care programs offered by the Burlington Schools provide parents with safe, convenient, reliable, and affordable out-of-school time care for their children. The programs maintain clear policies and procedures and actively encourage and welcome open communication and parent involvement.";;;"YES";"NO";;
"Fox Hill School After School Program";;"1 FOX HILL RD";;"BURLINGTON";"MA";"01803";"781-238-5666";;"MIDDLESEX";;;;;;;;"http://www.burlington.org/";;"Monday - Friday";"school dismissal - 6:00 pm";;;"The Burlington Public Schools' child care programs provide a safe, engaging, and nurturing environment for families requiring quality child care for before school, after school, and summer vacation. Our mission emphasizes creating an atmosphere that balances student learning, enrichment, physical activity, and free time in a stimulating and enjoyable setting. The child care programs offered by the Burlington Schools provide parents with safe, convenient, reliable, and affordable out-of-school time care for their children. The programs maintain clear policies and procedures and actively encourage and welcome open communication and parent involvement.";;;"YES";"NO";;
"Pine Glen School After School Program";;"1 PINE GLEN WAY";;"BURLINGTON";"MA";"01803";"781-270-1714";;"MIDDLESEX";;;;;;;;"http://www.burlington.org/";;"Monday - Friday";"school dismissal - 6:00 pm";;;"The Burlington Public Schools' child care programs provide a safe, engaging, and nurturing environment for families requiring quality child care for before school, after school, and summer vacation. Our mission emphasizes creating an atmosphere that balances student learning, enrichment, physical activity, and free time in a stimulating and enjoyable setting. The child care programs offered by the Burlington Schools provide parents with safe, convenient, reliable, and affordable out-of-school time care for their children. The programs maintain clear policies and procedures and actively encourage and welcome open communication and parent involvement.";;;"YES";"NO";;
"Bedford Kids' Club";;"12 MUDGE WAY ";;"BEDFORD";"MA";" 01730";"781-275-5427";240;"MIDDLESEX";;;;"Will";"Vallely";;;"https://www.bedfordma.gov/";;"Monday - Friday";"7:00am - 9:00am | end of school day - 6:00pm";;;"Bedford Recreation KIDS' CLUB is a school-age care program located at the Town Center (in the same complex as the Police Station and Town Hall).";;"Before School $12; After School $30; School Vacation and Teacher Workshop Days $65; Summer Fun Full Day $65; Summer Fun Half Day Mornings (7am-12:30pm) $40; Summer Fun Half Day Afternoon (12:30 pm-6pm) $40";"YES";"NO";;
"Boys & Girls Clubs of Metropolitan Baltimore - Brooklyn O'Malley Unit";;"3560 3rd St";;"Baltimore";"MD";" 21225";"443-312-6289";;"BALTIMORE CITY";;;;;;"6–18";;"http://www.bgcmetrobaltimore.org/";;"Monday - Friday";"2:00pm-6:00pm (6-12 years), 6:00pm-8:00pm (teens)";;;"Since 2007, the Boys & Girls Clubs of Metropolitan Baltimore (BGCMB) has been serving at risk children and families of Baltimore. BGCMB annually serves over 5,200 children & youth ages 6 to 18, who live in some of Baltimore’s most severely distressed communities. Close to 600 youth pass through the doors of Club sites each day!";;;"YES";"NO";;
"Boys & Girls Clubs of Metropolitan Baltimore - O'Donnell Heights Unit";;"1200 Gusryan St";;"Baltimore";"MD";" 21224";"443-503-5101";;"BALTIMORE CITY";;;;;;"6–18";;"http://www.bgcmetrobaltimore.org/";;"Monday - Friday";"2:00pm-6:00pm (6-12 years), 6:00pm-8:00pm (teens)";;;"Since 2007, the Boys & Girls Clubs of Metropolitan Baltimore (BGCMB) has been serving at risk children and families of Baltimore. BGCMB annually serves over 5,200 children & youth ages 6 to 18, who live in some of Baltimore’s most severely distressed communities. Close to 600 youth pass through the doors of Club sites each day!";;;"YES";"NO";;
"Boys & Girls Clubs of Metropolitan Baltimore - Juvenile Justice Center";;"300 N Gay St";;"Baltimore";"MD";" 21202";"443-854-6723";;"BALTIMORE CITY";;;;;;"6–18";;"http://www.bgcmetrobaltimore.org/";;"Monday - Sunday";"3:00pm-7:00pm (M-F), 9:00am-5:00pm (S-S)";;;"Since 2007, the Boys & Girls Clubs of Metropolitan Baltimore (BGCMB) has been serving at risk children and families of Baltimore. BGCMB annually serves over 5,200 children & youth ages 6 to 18, who live in some of Baltimore’s most severely distressed communities. Close to 600 youth pass through the doors of Club sites each day!";;;"YES";"NO";;
