"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"BOYS & GIRLS CLUBS OF GREATER PEORIA - EAST BLUFF KANSAS STREET UNIT";;"806 E KANSAS ST";;"PEORIA";"IL";61603;"309-685-6007";;"PEORIA";;;;;;;;"http://www.bgcpeoria.org/";;;;;;"The Boys & Girls Clubs of Greater Peoria is a local affiliate of the Boys & Girls Clubs of America - the nation’s oldest and largest organization. It is our primary mission to enable all young people, especially those in at–risk circumstances, to realize their full potential. With more than 3,400 local clubs in all fifty states, more than 4 million children are served annually by Boys & Girls Clubs of America.";;;"YES";"NO";"http://www.bgcpeoria.org/images/hdr_logo.gif";
"BOYS & GIRLS CLUBS OF GREATER PEORIA - EAST BLUFF COMMUNITY CENTER";;"512 E KANSAS ST";;"PEORIA";"IL";61603;"309-685-6007";;"PEORIA";;;;;;;;"http://www.bgcpeoria.org/";;;;;;"The Boys & Girls Clubs of Greater Peoria is a local affiliate of the Boys & Girls Clubs of America - the nation’s oldest and largest organization. It is our primary mission to enable all young people, especially those in at–risk circumstances, to realize their full potential. With more than 3,400 local clubs in all fifty states, more than 4 million children are served annually by Boys & Girls Clubs of America.";;;"YES";"NO";"http://www.bgcpeoria.org/images/hdr_logo.gif";
"BOYS & GIRLS CLUBS OF GREATER PEORIA - GRINNELL UNIT";;"2703 W GRINNELL ST";;"PEORIA";"IL";61605;"309-685-6007";;"PEORIA";;;;;;;;"http://www.bgcpeoria.org/";;;;;;"The Boys & Girls Clubs of Greater Peoria is a local affiliate of the Boys & Girls Clubs of America - the nation’s oldest and largest organization. It is our primary mission to enable all young people, especially those in at–risk circumstances, to realize their full potential. With more than 3,400 local clubs in all fifty states, more than 4 million children are served annually by Boys & Girls Clubs of America.";;;"YES";"NO";"http://www.bgcpeoria.org/images/hdr_logo.gif";
"GOTR CHAMPAIGN COUNTY @ BOOKER T WASHINGTON STEM ACADEMY ";;"606 E GROVE ST";;"CHAMPAIGN";"IL";61820;"217-239-2841";;"CHAMPAIGN";"nikki.mercer@girlsontherun.org";;;;;;;"http://www.girlsontherunofchampaigncounty.org/";;"Tues, Thurs";"3:30pm - 5:00pm";;;"Over a period of 10 weeks, girls in the 3rd through 5th grade participate in an after-school program like no other. Designed to allow every girl to recognize her inner strength, the Girls on the Run curriculum inspires girls to define their lives on their own terms. Throughout the season, the girls make new friends, build their confidence and celebrate all that makes them unique. The Girls on the Run lessons encourage positive emotional, social, mental and physical development. Participants explore and discuss their own beliefs around experiences and challenges girls face at this age. They also develop important strategies and skills to help them navigate life experiences. We start with helping the girls get a better understanding of who they are and what’s important to them. Then, we look at the importance of team work and healthy relationships. And, finally, the girls explore how they can positively connect with and shape the world. Physical activity is woven into our program to inspire an appreciation of fitness and to build habits that lead to a lifetime of health. At the end of each three month session, the girls participate in a Girls on the Run 5k event. This celebratory, non-competitive event is the culminating experience of the curriculum. Completing the 5k gives the girls a tangible understanding of the confidence that comes through accomplishment as well as a framework for setting and achieving life goals. Crossing the finish line is a defining moment when the girls realize that even the seemingly impossible IS possible.";;;"YES";"NO";"http://www.girlsontherunofchampaigncounty.org/public/img/logo_girlsontherun.png";
"GOTR CHAMPAIGN COUNTY @ CAMPUS MIDDLE SCHOOL FOR GIRLS ";;"108 S. WEBBER";;"URBANA";"IL";61802;"217-239-2841";;"CHAMPAIGN";"nikki.mercer@girlsontherun.org";;;;;;;"http://www.girlsontherunofchampaigncounty.org/";;;;;;"Over a period of 10 weeks, girls in the 3rd through 5th grade participate in an after-school program like no other. Designed to allow every girl to recognize her inner strength, the Girls on the Run curriculum inspires girls to define their lives on their own terms. Throughout the season, the girls make new friends, build their confidence and celebrate all that makes them unique. The Girls on the Run lessons encourage positive emotional, social, mental and physical development. Participants explore and discuss their own beliefs around experiences and challenges girls face at this age. They also develop important strategies and skills to help them navigate life experiences. We start with helping the girls get a better understanding of who they are and what’s important to them. Then, we look at the importance of team work and healthy relationships. And, finally, the girls explore how they can positively connect with and shape the world. Physical activity is woven into our program to inspire an appreciation of fitness and to build habits that lead to a lifetime of health. At the end of each three month session, the girls participate in a Girls on the Run 5k event. This celebratory, non-competitive event is the culminating experience of the curriculum. Completing the 5k gives the girls a tangible understanding of the confidence that comes through accomplishment as well as a framework for setting and achieving life goals. Crossing the finish line is a defining moment when the girls realize that even the seemingly impossible IS possible.";;;"YES";"NO";"http://www.girlsontherunofchampaigncounty.org/public/img/logo_girlsontherun.png";
"GOTR CHAMPAIGN COUNTY @ CARRIE BUSEY ELEMANTARY ";;"304 PRAIRIE ROSE LN.";;"SAVOY";"IL";61874;"217-239-2841";;"CHAMPAIGN";"nikki.mercer@girlsontherun.org";;;;;;;"http://www.girlsontherunofchampaigncounty.org/";;"Tues, Thurs";"2:15pm - 3:45pm";;;"Over a period of 10 weeks, girls in the 3rd through 5th grade participate in an after-school program like no other. Designed to allow every girl to recognize her inner strength, the Girls on the Run curriculum inspires girls to define their lives on their own terms. Throughout the season, the girls make new friends, build their confidence and celebrate all that makes them unique. The Girls on the Run lessons encourage positive emotional, social, mental and physical development. Participants explore and discuss their own beliefs around experiences and challenges girls face at this age. They also develop important strategies and skills to help them navigate life experiences. We start with helping the girls get a better understanding of who they are and what’s important to them. Then, we look at the importance of team work and healthy relationships. And, finally, the girls explore how they can positively connect with and shape the world. Physical activity is woven into our program to inspire an appreciation of fitness and to build habits that lead to a lifetime of health. At the end of each three month session, the girls participate in a Girls on the Run 5k event. This celebratory, non-competitive event is the culminating experience of the curriculum. Completing the 5k gives the girls a tangible understanding of the confidence that comes through accomplishment as well as a framework for setting and achieving life goals. Crossing the finish line is a defining moment when the girls realize that even the seemingly impossible IS possible.";;;"YES";"NO";"http://www.girlsontherunofchampaigncounty.org/public/img/logo_girlsontherun.png";
"GOTR CHAMPAIGN COUNTY @ DR. HOWARD ELEMENTARY SCHOOL ";;"1117 W PARK AVE";;"CHAMPAIGN";"IL";61821;"217-239-2841";;"CHAMPAIGN";"nikki.mercer@girlsontherun.org";;;;;;;"http://www.girlsontherunofchampaigncounty.org/";;"Tues, Thurs";"2:00pm - 3:30pm";;;"Over a period of 10 weeks, girls in the 3rd through 5th grade participate in an after-school program like no other. Designed to allow every girl to recognize her inner strength, the Girls on the Run curriculum inspires girls to define their lives on their own terms. Throughout the season, the girls make new friends, build their confidence and celebrate all that makes them unique. The Girls on the Run lessons encourage positive emotional, social, mental and physical development. Participants explore and discuss their own beliefs around experiences and challenges girls face at this age. They also develop important strategies and skills to help them navigate life experiences. We start with helping the girls get a better understanding of who they are and what’s important to them. Then, we look at the importance of team work and healthy relationships. And, finally, the girls explore how they can positively connect with and shape the world. Physical activity is woven into our program to inspire an appreciation of fitness and to build habits that lead to a lifetime of health. At the end of each three month session, the girls participate in a Girls on the Run 5k event. This celebratory, non-competitive event is the culminating experience of the curriculum. Completing the 5k gives the girls a tangible understanding of the confidence that comes through accomplishment as well as a framework for setting and achieving life goals. Crossing the finish line is a defining moment when the girls realize that even the seemingly impossible IS possible.";;;"YES";"NO";"http://www.girlsontherunofchampaigncounty.org/public/img/logo_girlsontherun.png";
"GOTR CHAMPAIGN COUNTY @ FISHER GRADE SCHOOL ";;"801 S 5TH ST";;"FISHER ";"IL";61843;"217-239-2841";;"CHAMPAIGN";"nikki.mercer@girlsontherun.org";;;;;;;"http://www.girlsontherunofchampaigncounty.org/";;"Mon, Thurs";"3:30pm - 5:00pm ";;;"Over a period of 10 weeks, girls in the 3rd through 5th grade participate in an after-school program like no other. Designed to allow every girl to recognize her inner strength, the Girls on the Run curriculum inspires girls to define their lives on their own terms. Throughout the season, the girls make new friends, build their confidence and celebrate all that makes them unique. The Girls on the Run lessons encourage positive emotional, social, mental and physical development. Participants explore and discuss their own beliefs around experiences and challenges girls face at this age. They also develop important strategies and skills to help them navigate life experiences. We start with helping the girls get a better understanding of who they are and what’s important to them. Then, we look at the importance of team work and healthy relationships. And, finally, the girls explore how they can positively connect with and shape the world. Physical activity is woven into our program to inspire an appreciation of fitness and to build habits that lead to a lifetime of health. At the end of each three month session, the girls participate in a Girls on the Run 5k event. This celebratory, non-competitive event is the culminating experience of the curriculum. Completing the 5k gives the girls a tangible understanding of the confidence that comes through accomplishment as well as a framework for setting and achieving life goals. Crossing the finish line is a defining moment when the girls realize that even the seemingly impossible IS possible.";;;"YES";"NO";"http://www.girlsontherunofchampaigncounty.org/public/img/logo_girlsontherun.png";
"GOTR CHAMPAIGN COUNTY @ JUDAH CHRISTIAN SCHOOL ";;"908 N PROSPECT AVE";;"CHAMPAIGN";"Il";61821;"217-239-2841";;"CHAMPAIGN";"nikki.mercer@girlsontherun.org";;;;;;;"http://www.girlsontherunofchampaigncounty.org/";;"Tues, Thurs";"3:30pm - 5:00pm ";;;"Over a period of 10 weeks, girls in the 3rd through 5th grade participate in an after-school program like no other. Designed to allow every girl to recognize her inner strength, the Girls on the Run curriculum inspires girls to define their lives on their own terms. Throughout the season, the girls make new friends, build their confidence and celebrate all that makes them unique. The Girls on the Run lessons encourage positive emotional, social, mental and physical development. Participants explore and discuss their own beliefs around experiences and challenges girls face at this age. They also develop important strategies and skills to help them navigate life experiences. We start with helping the girls get a better understanding of who they are and what’s important to them. Then, we look at the importance of team work and healthy relationships. And, finally, the girls explore how they can positively connect with and shape the world. Physical activity is woven into our program to inspire an appreciation of fitness and to build habits that lead to a lifetime of health. At the end of each three month session, the girls participate in a Girls on the Run 5k event. This celebratory, non-competitive event is the culminating experience of the curriculum. Completing the 5k gives the girls a tangible understanding of the confidence that comes through accomplishment as well as a framework for setting and achieving life goals. Crossing the finish line is a defining moment when the girls realize that even the seemingly impossible IS possible.";;;"YES";"NO";"http://www.girlsontherunofchampaigncounty.org/public/img/logo_girlsontherun.png";
"GOTR CHAMPAIGN COUNTY @ LINCOLN TRAIL ";;"102 E STATE ST";;"MAHOMET";"IL";61853;"217-239-2841";;"CHAMPAIGN";"nikki.mercer@girlsontherun.org";;;;;;;"http://www.girlsontherunofchampaigncounty.org/";;"Mon, Wed";"3:15pm - 4:45pm ";;;"Over a period of 10 weeks, girls in the 3rd through 5th grade participate in an after-school program like no other. Designed to allow every girl to recognize her inner strength, the Girls on the Run curriculum inspires girls to define their lives on their own terms. Throughout the season, the girls make new friends, build their confidence and celebrate all that makes them unique. The Girls on the Run lessons encourage positive emotional, social, mental and physical development. Participants explore and discuss their own beliefs around experiences and challenges girls face at this age. They also develop important strategies and skills to help them navigate life experiences. We start with helping the girls get a better understanding of who they are and what’s important to them. Then, we look at the importance of team work and healthy relationships. And, finally, the girls explore how they can positively connect with and shape the world. Physical activity is woven into our program to inspire an appreciation of fitness and to build habits that lead to a lifetime of health. At the end of each three month session, the girls participate in a Girls on the Run 5k event. This celebratory, non-competitive event is the culminating experience of the curriculum. Completing the 5k gives the girls a tangible understanding of the confidence that comes through accomplishment as well as a framework for setting and achieving life goals. Crossing the finish line is a defining moment when the girls realize that even the seemingly impossible IS possible.";;;"YES";"NO";"http://www.girlsontherunofchampaigncounty.org/public/img/logo_girlsontherun.png";
