"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"JOHN HUMPHREY DRIVE KINDERCARE CATCH THE WAVE® PROGRAM";;"14632 JOHN HUMPHREY DR.";;"ORLAND PARK";"IL";60462;"708-349-4990";;"COOK";;;;"Danielle";"Wolf";"5–12";;"http://www.kindercare.com/";;;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy. ";;;"YES";"NO";"http://www.kindercare.com/Areas/Corporate/Assets/dist/img/content/brand-btn-kindercare.png";
"PINEWOOD DRIVE KINDERCARE CATCH THE WAVE® PROGRAM";;"14301 SOUTH PINEWOOD DR.";;"ORLAND PARK";"IL";60467;"708-403-8990";;"COOK";;;;"Joan";"Longtin";"5–12";;"http://www.kindercare.com/";;;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy. ";;;"YES";"NO";"http://www.kindercare.com/Areas/Corporate/Assets/dist/img/content/brand-btn-kindercare.png";
"LEMONT KINDERCARE CATCH THE WAVE® PROGRAM";;"12404 S. ARCHER AVE.";;"LEMONT";"IL";60439;"630-257-1142";;"COOK";;;;"Angelika";"Kurinec";"5–12";;"http://www.kindercare.com/";;;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy. ";;;"YES";"NO";"http://www.kindercare.com/Areas/Corporate/Assets/dist/img/content/brand-btn-kindercare.png";
"OAK PARK AVE. KINDERCARE CATCH THE WAVE® PROGRAM";;"16100 OAK PARK AVE.";;"TINLEY PARK";"IL";60477;"708-429-7277";;"COOK";;;;"Rhabi";"Baker";"5–12";;"http://www.kindercare.com/";;;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy. ";;;"YES";"NO";"http://www.kindercare.com/Areas/Corporate/Assets/dist/img/content/brand-btn-kindercare.png";
"80TH AVENUE KINDERCARE CATCH THE WAVE® PROGRAM";;"7965 175TH ST.";;"TINLEY PARK";"IL";60477;"708-532-2466";;"COOK";;;;"Dawn";"Baldovin";"5–12";;"http://www.kindercare.com/";;;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy. ";;;"YES";"NO";"http://www.kindercare.com/Areas/Corporate/Assets/dist/img/content/brand-btn-kindercare.png";
"179TH STREET KINDERCARE CATCH THE WAVE® PROGRAM";;"9460 179TH ST. ";;"TINLEY PARK";"IL";60487;"708-444-0906";;"COOK";;;;"Elizabeth";"Makowski";"5–12";;"http://www.kindercare.com/";;;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy. ";;;"YES";"NO";"http://www.kindercare.com/Areas/Corporate/Assets/dist/img/content/brand-btn-kindercare.png";
"FAIRVIEW KINDERCARE CATCH THE WAVE® PROGRAM";;"6222 FAIRVIEW AVE.";;"DOWNERS GROVE";"IL";60516;"630-963-6780";;"DUPAGE";;;;"Mary";"Murphy";"5–12";;"http://www.kindercare.com/";;;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy. ";;;"YES";"NO";"http://www.kindercare.com/Areas/Corporate/Assets/dist/img/content/brand-btn-kindercare.png";
"WOODRIDGE SOUTH KINDERCARE CATCH THE WAVE® PROGRAM";;"7450 WOODWARD AVE.";;"WOODRIDGE";"IL";60517;"630-852-4485";;"DUPAGE";;;;"Edwina";"Tolbert";"5–12";;"http://www.kindercare.com/";;;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy. ";;;"YES";"NO";"http://www.kindercare.com/Areas/Corporate/Assets/dist/img/content/brand-btn-kindercare.png";
"WOODRIDGE NORTH KINDERCARE CATCH THE WAVE® PROGRAM";;"7040 N. WOODWARD AVE.";;"WOODRIDGE";"IL";60517;"630-852-2611";;"DUPAGE";;;;"Kimberly";"Tillmon";"5–12";;"http://www.kindercare.com/";;;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy. ";;;"YES";"NO";"http://www.kindercare.com/Areas/Corporate/Assets/dist/img/content/brand-btn-kindercare.png";
"COUNTRY CLUB HILLS KINDERCARE CATCH THE WAVE® PROGRAM";;"3971 178TH PLACE";;"COUNTRY CLUB HILLS";"IL";60478;"708-798-3670";;"COOK";;;;"Julie";"Mittler";"5–12";;"http://www.kindercare.com/";;;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy. ";;;"YES";"NO";"http://www.kindercare.com/Areas/Corporate/Assets/dist/img/content/brand-btn-kindercare.png";
