"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"YMCA OF SUPERIOR CALIFORNIA/FEATHER RIVER YMCA BEFORE AND AFTER SCHOOL PROGRAM AT COBBELSTONE ELEMENTARY SCHOOL";;"1718 Churchill Way";;"Plumas Lake";"CA";95961;"530-933-9935";;"YUBA";"tammons@ymcasuperiorcal.org";;;"Tammi";"Ammons";;;"http://www.ymcasuperiorcal.org/";;"Monday-Friday";"6:30 am to start of school; End of school until 6:00 pm";;;"The YMCA of Superior California is committed to providing safe, high quality and affordable child care. We believe that a quality program should provide enriching experiences that facilitate a child’s cognitive, social, physical and emotional growth. We strive to work with families to meet the developmental needs and temperament of each individual child. All child care programs provide a curriculum focused on education, leadership and character development. Feather River YMCA Before & After-School Recreation Program ensures that each child’s time after school is occupied creatively and constructively. These programs help children grow physically, mentally and spiritually while emphasizing and modeling our character development core values.";;"COST PER MONTH: 5 Days - Before & After: $310, After Only: $240, Before Only: $155; 3 Days - Before & After: $260, After Only: $210, Before Only: $130; Annual registration fee of $50 is due upon enrollement.";"YES";"NO";;
"YMCA OF METROPOLITAN LOS ANGELES/ANTELOPE VALLEY FAMILY YMCA - SUNDOWN PROGRAM CENTER";;"6151 W. Ave J-8";;"Quartz Hill";"CA";93536;"661-718-0436";;"LOS ANGELES";;;;;;;;"http://www.ymcala.org/";;"Monday-Friday";"2 - 6 pm";;;"Our before-school and after-school programs encourage families to play an active role in the quality experiences that the Y provides for your children.  They provide a fun, safe place for your children as well as opportunities to explore their interests through our enrichment programs. Financial assistance is available to qualifying families based on funds. Benefits include year-round care, 1:12 staff to child ratio and enrichment instructors with a background in education and child development. Curriculum includes homework time, fun enrichment classes, activities throughout the day and the chance to work with community organizations. Our child care staff is CPR/first aid and water safety certified and fingerprinted to ensure quality and safety for your child. Y staff has also completed training and coursework in child development and early childhood education.";;;"YES";"NO";;
"YMCA OF METROPOLITAN LOS ANGELES/EAST VALLEY FAMILY YMCA - TOLUCA LAKE PROGRAM CENTER";;"4840 Cahuenga Blvd.";;"Toluca Lake";"CA";91601;"818-505-8306";;"LOS ANGELES";"JudithHartmire@ymcala.org";;;"Judith";"Hartmire";;;"http://www.ymcala.org/";;;;;;"Our before-school and after-school programs encourage families to play an active role in the quality experiences that the Y provides for your children.  They provide a fun, safe place for your children as well as opportunities to explore their interests through our enrichment programs. Financial assistance is available to qualifying families based on funds. Benefits include year-round care, 1:14 staff to child ratio and enrichment instructors with a background in education and child development. Curriculum includes homework time, fun enrichment classes, activities throughout the day and the chance to work with community organizations. Our child care staff is CPR/first aid and water safety certified and fingerprinted to ensure quality and safety for your child. Y staff has also completed training and coursework in child development and early childhood education.";;;"YES";"NO";;
"YMCA OF METROPOLITAN LOS ANGELES/MID VALLEY FAMILY YMCA - CHANDLER ELEMENTARY CHILD CARE SITE";;"14030 Weddington St.";;"Sherman Oaks";"CA";91403;"818-906-1923";;"LOS ANGELES";"JudithHartmire@ymcala.org";;;"Judith";"Hartmire";;;"http://www.ymcala.org/";;"Monday-Friday";"Before-school care starting at 6:30 am and  after-school care until 6:30 pm";;;"Our before-school and after-school programs encourage families to play an active role in the quality experiences that the Y provides for your children.  They provide a fun, safe place for your children as well as opportunities to explore their interests through our enrichment programs. Financial assistance is available to qualifying families based on funds. Benefits include year-round care, 1:14 staff to child ratio and enrichment instructors with a background in education and child development. Curriculum includes homework time, fun enrichment classes, activities throughout the day and the chance to work with community organizations. Our child care staff is CPR/first aid and water safety certified and fingerprinted to ensure quality and safety for your child. Y staff has also completed training and coursework in child development and early childhood education";;;"YES";"NO";;
"YMCA OF ORANGE COUNTY/BENSON FAMILY YMCA BEFORE AND AFTERSCHOOL CHILD CARE CENTER";;"12712 Elizabeth Way";;"Tustin";"CA";92780;"714-544-0173";;"ORANGE";;;;;;"5–12";;"http://www.ymcaoc.org/";;"Monday-Friday";"6:45-6:00";;;"At the Y, we care for kids! With so many demands on today's families, parents need all the support they can get. YMCA Afterschool Programs provide a safe, structured, and fun environment for children between the ages of 5 and 12 - right on school campus. With several affordable care options, including financial assistance for qualifying families, YMCA Afterschool meets all of your needs by providing safety, homework support, recreation, and enrichment for your child before and after school. Our caring staff and well-rounded curriculum provide opportunities for your child to learn, grow, and thrive through participation in the arts, sports, and community service projects. At the Y, your child's CHARACTER COUNTS!";;;"YES";"NO";"http://www.ymcaoc.org/images/stories/main/the_y_logo_green_blue_md2.png";
"YMCA OF ORANGE COUNTY/TIJERAS CREEK FAMILY YMCA BEFORE AND AFTERSCHOOL CHILD CARE CENTER";;"23072 Avenida Empressa";;"Rancho Santa Margarita";"CA";92688;"949-635-9622";;"ORANGE";;;;;;"5–12";;"http://www.ymcaoc.org/";;"Monday-Friday";"6:45-6:00";;;"At the Y, we care for kids! With so many demands on today's families, parents need all the support they can get. YMCA Afterschool Programs provide a safe, structured, and fun environment for children between the ages of 5 and 12 - right on school campus. With several affordable care options, including financial assistance for qualifying families, YMCA Afterschool meets all of your needs by providing safety, homework support, recreation, and enrichment for your child before and after school. Our caring staff and well-rounded curriculum provide opportunities for your child to learn, grow, and thrive through participation in the arts, sports, and community service projects. At the Y, your child's CHARACTER COUNTS!";;;"YES";"NO";"http://www.ymcaoc.org/images/stories/main/the_y_logo_green_blue_md2.png";
"YMCA OF ORANGE COUNTY/WAGON WHEEL FAMILY YMCA BEFORE AND AFTERSCHOOL CHILD CARE CENTER";;"30912 Bridle Path";;"Coto de Caza";"CA";92679;"949-766-9120";;"ORANGE";;;;;;"5–12";;"http://www.ymcaoc.org/";;"Monday-Friday";"6:45-6:00";;;"At the Y, we care for kids! With so many demands on today's families, parents need all the support they can get. YMCA Afterschool Programs provide a safe, structured, and fun environment for children between the ages of 5 and 12 - right on school campus. With several affordable care options, including financial assistance for qualifying families, YMCA Afterschool meets all of your needs by providing safety, homework support, recreation, and enrichment for your child before and after school. Our caring staff and well-rounded curriculum provide opportunities for your child to learn, grow, and thrive through participation in the arts, sports, and community service projects. At the Y, your child's CHARACTER COUNTS!";;;"YES";"NO";"http://www.ymcaoc.org/images/stories/main/the_y_logo_green_blue_md2.png";
"YMCA OF ORANGE COUNTY/LAS FLORES FAMILY YMCA BEFORE AND AFTERSCHOOL CHILD CARE CENTER";;"25862 Antonio Parkway";;"Rancho Santa Margarita";"CA";92688;"949-766-2831";;"ORANGE";;;;;;"5–12";;"http://www.ymcaoc.org/";;"Monday-Friday";"6:45-6:00";;;"At the Y, we care for kids! With so many demands on today's families, parents need all the support they can get. YMCA Afterschool Programs provide a safe, structured, and fun environment for children between the ages of 5 and 12 - right on school campus. With several affordable care options, including financial assistance for qualifying families, YMCA Afterschool meets all of your needs by providing safety, homework support, recreation, and enrichment for your child before and after school. Our caring staff and well-rounded curriculum provide opportunities for your child to learn, grow, and thrive through participation in the arts, sports, and community service projects. At the Y, your child's CHARACTER COUNTS!";;;"YES";"NO";"http://www.ymcaoc.org/images/stories/main/the_y_logo_green_blue_md2.png";
"YMCA OF ORANGE COUNTY/ARROYO VISTA FAMILY YMCA BEFORE AND AFTERSCHOOL CHILD CARE CENTER";;"23371 Arroyo Vista";;"Rancho Santa Margarita";"CA";92688;"949-589-8502";;"ORANGE";;;;;;"5–12";;"http://www.ymcaoc.org/";;"Monday-Friday";"6:45-6:00";;;"At the Y, we care for kids! With so many demands on today's families, parents need all the support they can get. YMCA Afterschool Programs provide a safe, structured, and fun environment for children between the ages of 5 and 12 - right on school campus. With several affordable care options, including financial assistance for qualifying families, YMCA Afterschool meets all of your needs by providing safety, homework support, recreation, and enrichment for your child before and after school. Our caring staff and well-rounded curriculum provide opportunities for your child to learn, grow, and thrive through participation in the arts, sports, and community service projects. At the Y, your child's CHARACTER COUNTS!";;;"YES";"NO";"http://www.ymcaoc.org/images/stories/main/the_y_logo_green_blue_md2.png";
"YMCA OF ORANGE COUNTY/NIGUEL HILLS FAMILY YMCA MIDDLE SCHOOL";;"29070 Paseo Escuela";;"Laguna Niguel";"CA";92677;"949-244-1279";;"ORANGE";;;;;;"5–12";;"http://www.ymcaoc.org/";;;;;;"At the Y, we care for kids! With so many demands on today's families, parents need all the support they can get. YMCA Afterschool Programs provide a safe, structured, and fun environment for children between the ages of 5 and 12 - right on school campus. With several affordable care options, including financial assistance for qualifying families, YMCA Afterschool meets all of your needs by providing safety, homework support, recreation, and enrichment for your child before and after school. Our caring staff and well-rounded curriculum provide opportunities for your child to learn, grow, and thrive through participation in the arts, sports, and community service projects. At the Y, your child's CHARACTER COUNTS!";;;"YES";"NO";"http://www.ymcaoc.org/images/stories/main/the_y_logo_green_blue_md2.png";
"YMCA OF ORANGE COUNTY/ALISO VIEJO FAMILY YMCA MIDDLE SCHOOL";;"111 Park Ave.";;"Aliso Viejo";"CA";92656;"949-233-0209";;"ORANGE";;;;;;"5–12";;"http://www.ymcaoc.org/";;;;;;"At the Y, we care for kids! With so many demands on today's families, parents need all the support they can get. YMCA Afterschool Programs provide a safe, structured, and fun environment for children between the ages of 5 and 12 - right on school campus. With several affordable care options, including financial assistance for qualifying families, YMCA Afterschool meets all of your needs by providing safety, homework support, recreation, and enrichment for your child before and after school. Our caring staff and well-rounded curriculum provide opportunities for your child to learn, grow, and thrive through participation in the arts, sports, and community service projects. At the Y, your child's CHARACTER COUNTS!";;;"YES";"NO";"http://www.ymcaoc.org/images/stories/main/the_y_logo_green_blue_md2.png";
"YMCA OF THE CENTRAL BAY AREA/IRVIN DEUTSCHER FAMILY YMCA MIDDLE SCHOOL AFTER SCHOOL PROGRAM";;"350 Civic Drive";;"Pleasant Hill";"CA";94523;"925-687-8900";;"CONTRA COSTA";;;;;;"11–14";;"http://www.ymca-cba.org/";;"Monday-Friday";"2:30pm - 6:00pm";;;"The Middle School After School Program provides teens with a safe, fun and educational experience after the last bell rings. In addition to daily snack and homework time, students will do arts and crafts projects, use the fitness equipment under YMCA staff supervision, play games and connect with experienced, skilled staff.";;"Member: 5 days a week - $275 per month / 3 days a week - $175; Non-member: 5 days a week - $325 per month / 3 days a week - $225";"YES";"NO";;
