"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"UNITED BOYS & GIRLS CLUBS OF SANTA BARBARA COUNTY - CLARENCE RUTH ELEMENTARY (ASES)";;"501 North W Street";;"Lompoc";"CA";93436;"805-742-2492";"Ext. 2494";"SANTA BARBARA";"clarenceruthases@unitedbg.org";;;;;;;"http://www.unitedbg.org/";;;;;;"ASES Mission Statement: To use afterschool programs as a means to close the achievement gap by providing children with opportunities to develop skills, competency, and efficacy in an environment that values children, the love of learning, and achievement. ASES Vision: To provide extended opportunities for students through continuous learning opportunities that broadens and enriches their life experience.";;;"YES";"NO";;
"UNITED BOYS & GIRLS CLUBS OF SANTA BARBARA COUNTY - FILLMORE ELEMENTARY (ASES)";;"1211 E. Pine Avenue, RM B5";;"Lompoc";"CA";93436;"805-742-2100";;"SANTA BARBARA";"fillmoreases@unitedbg.org";;;;;;;"http://www.unitedbg.org/";;;;;;"ASES Mission Statement: To use afterschool programs as a means to close the achievement gap by providing children with opportunities to develop skills, competency, and efficacy in an environment that values children, the love of learning, and achievement. ASES Vision: To provide extended opportunities for students through continuous learning opportunities that broadens and enriches their life experience.";;;"YES";"NO";;
"UNITED BOYS & GIRLS CLUBS OF SANTA BARBARA COUNTY - HAPGOOD ELEMENTARY (ASES)";;"324 South A Street";;"Lompoc";"CA";93436;"805-742-2200";"Ext. 2141";"SANTA BARBARA";"hapgoodases@unitedbg.org";;;;;;;"http://www.unitedbg.org/";;;;;;"ASES Mission Statement: To use afterschool programs as a means to close the achievement gap by providing children with opportunities to develop skills, competency, and efficacy in an environment that values children, the love of learning, and achievement. ASES Vision: To provide extended opportunities for students through continuous learning opportunities that broadens and enriches their life experience.";;;"YES";"NO";;
"UNITED BOYS & GIRLS CLUBS OF SANTA BARBARA COUNTY - LOMPOC VALLEY MIDDLE SCHOOL (ASES)";;"234 South N Street";;"Lompoc";"CA";93436;"805-742-2583";"Ext. 2583";"SANTA BARBARA";"lvmsases@unitedbg.org";;;;;;;"http://www.unitedbg.org/";;;;;;"ASES Mission Statement: To use afterschool programs as a means to close the achievement gap by providing children with opportunities to develop skills, competency, and efficacy in an environment that values children, the love of learning, and achievement. ASES Vision: To provide extended opportunities for students through continuous learning opportunities that broadens and enriches their life experience.";;;"YES";"NO";;
"SALESIAN BOYS' AND GIRLS' CLUB";;"680 Filbert Street";;"San Francisco";"CA";94133;"415-397-3068";;"SAN FRANCISCO";"rgumina@salesianclub.org";;;"Russ";"Gumina";"8–18";;"http://www.salesianclub.org/";;"Monday - Saturday";"2:00 - 7:00 pm; Saturday: 10:00 - 12:00 noon, 1:00 - 4:30 pm";;;"The name Salesian was born in Italy. A young priest, Don Bosco, foresaw the unsettling influence that the industrial revolution was having on youth. He inaugurated a Society of Priests, Brothers and Sisters to work with children of the poor and laboring classes. Aware of the understanding and patience required with youth work, he chose as patron St. Francis de Sales, who was noted for having conquered a fiery temper to achieve a gentle character. That family name ""Sales"" gave title to the Salesians of St. John Bosco. The Salesian Boys' Club was established in San Francisco in 1918 by Fr. Oreste Trincheri. Father came to the North Beach area of San Francisco and found that its atmosphere spawned 60% of the city's delinquency. He realized that the volatile, creative Italian character of the boys that made up the area must have outlets for their energies. The Salesian Boys' Club was the answer.";;"Membership is just $10.00 a year";"YES";"NO";;
"BOYS & GIRLS CLUB OF SONOMA VALLEY - MAIN CLUBHOUSE";;"100 W. Verano Avenue";;"Sonoma";"CA";95476;"707-938-8544";;"SONOMA";"info@bgcsonoma.org";;;"Kirsten";"Schepp";"6–18";;"http://www.bgcsonoma.org/";;"Monday - Friday";"2-7 pm";;;"Our mission is to provide positive opportunities for youth to learn and succeed.  Our goal is for Sonoma Valley kids to walk in our doors as members, and out our doors with a high school diploma and a future. The Boys & Girls Club offers year-round programs focused on helping youth achieve academic success, healthy lifestyles and good character and leadership. The Club has been serving Sonoma Valley youth since 1962 and today serves over 2000 Sonoma Valley youth annually. Each day, over 500 kids come to the Boys & Girls Clubs of Sonoma Valley. They come to play, of course. But also to learn the things that their schools are cutting back on: arts, athletics, computer science — we even help them complete their homework. In 2012, the Club served 79,000 snacks and 6800 meals. Nourishment isn't limited to food; the Club is staffed with smart, caring adults who provide the instruction and encouragement kids need to learn and grow. The Boys & Girls Clubs of Sonoma Valley Maxwelll Clubhouse is open Monday through Friday, from school dismissal until 7:00 pm. Members of the Clubhouse can come to the Club every day after school for a healthy snack, help with homework, and spend time engaged in Academic Enrichment programs. Please see the daily schedule and program schedule for more details. The Maxwell Clubhouse houses the El Verano ASES program. This program provides El Verano students access to the Club after school at no cost.";;"Membership for the Club is $120 per year.";"YES";"NO";"http://www.bgcsonoma.org/home/boysgirlsclub/images/BGC_Better_Place_Logo.jpg";
"BOYS & GIRLS CLUB OF SONOMA VALLEY - FLOWERY ELEMENTARY SCHOOL (S.T.A.R.S.)";;"17600 Sonoma Highway";;"Sonoma";"CA";95476;"707-299-8589";;"SONOMA";"dsuico@bgcsonoma.org";;;"Danielle";"Suico";;;"http://www.bgcsonoma.org/";;"Monday - Friday";"Mon,Tues,Thurs,Fri: 2:30-6:00; Wednesday: 12:50-6:00";;;"Our mission is to provide positive opportunities for youth to learn and succeed.  Our goal is for Sonoma Valley kids to walk in our doors as members, and out our doors with a high school diploma and a future. The Boys & Girls Club offers year-round programs focused on helping youth achieve academic success, healthy lifestyles and good character and leadership. The Club has been serving Sonoma Valley youth since 1962 and today serves over 2000 Sonoma Valley youth annually. Each day, over 500 kids come to the Boys & Girls Clubs of Sonoma Valley. They come to play, of course. But also to learn the things that their schools are cutting back on: arts, athletics, computer science — we even help them complete their homework. In 2012, the Club served 79,000 snacks and 6800 meals. Nourishment isn't limited to food; the Club is staffed with smart, caring adults who provide the instruction and encouragement kids need to learn and grow.";;;"YES";"NO";"http://www.bgcsonoma.org/home/boysgirlsclub/images/BGC_Better_Place_Logo.jpg";
"BOYS & GIRLS CLUB OF SONOMA VALLEY - SASSARINI ELEMENTARY SCHOOL (S.H.A.R.P.)";;"652 Fifth Street West";;"Sonoma";"CA";95476;"707-299-8223";;"SONOMA";"jmadera@bgconoma.org";;;"Juan";"Madera";;;"http://www.bgcsonoma.org/";;"Monday - Friday";"Dismissal of school - 6:00 pm.";;;"SHARP (Sassarini Homework, Arts, Recreation, and Physical Fitness) is a unit of the Boys & Girls Clubs of Sonoma Valley located on the Sassarini Elementary campus in room 8.0. The SHARP program is open at dismissal of school each day and continues until 6 pm. SHARP is open on days when school is in session. Sassarini students in first through fifth grades are invited to join the activities at SHARP and meet new friends and great staff.  Members can choose from a variety of programs including; daily homework help, high-yield learning activities, Computers, Drama Matters, Health and Nutrition, Fine Arts, Torch Club, Photography, Yoga, Music, Science, Music, Passport to Manhood, Smart Girls, various League Sports and much more.";;;"YES";"NO";"http://www.bgcsonoma.org/home/boysgirlsclub/images/BGC_Better_Place_Logo.jpg";
"BOYS & GIRLS CLUB OF SONOMA VALLEY - ALTIMIRA MIDDLE SCHOOL SITE";;"17805 Arnold Drive";;"Sonoma";"CA";95476;"707-779-9936";;"SONOMA";"kcampanella@bgcsonoma.org";;;"Kelly";"Campanella";;;"http://www.bgcsonoma.org/";;"Monday - Friday";"Monday, Tuesday, Thursday, Friday: 3:00-6:00 pm; Wednesday: 2:00-6:00 pm";;;"Our mission is to provide positive opportunities for youth to learn and succeed.  Our goal is for Sonoma Valley kids to walk in our doors as members, and out our doors with a high school diploma and a future. The Boys & Girls Club offers year-round programs focused on helping youth achieve academic success, healthy lifestyles and good character and leadership. - See more at: http://www.bgcsonoma.org/aboutus.html#sthash.pkQSQj0L.dpuf";;;"YES";"NO";"http://www.bgcsonoma.org/home/boysgirlsclub/images/BGC_Better_Place_Logo.jpg";
"BOYS & GIRLS CLUB OF SONOMA VALLEY - DUNBAR ELEMENTARY SCHOOL (ASES)";;"11700 Dunbar Road";;"Glen Ellen";"CA";95442;"707-935-6070";;"SONOMA";"bpadgett@bgcsonoma.org";;;"Brooke";"Padgett";;;"http://www.bgcsonoma.org/";;"Monday - Friday";"Monday, Tuesday, Thursday, Friday: 2:30 - 6:00; Wednesday: 12:50 - 6:00";;;"Dunbar ASES is a unit of the Boys & Girls Clubs of Sonoma Valley located on the Dunbar Elementary campus in room 20. The Dunbar ASES program is open at the dismissal of scool each day and continues until 6pm. Dunbar ASES is open on days when school is in session. Dunbar students in first through fifth grades are invited to join the activities at Dunbar ASES and meet new friends and great staff. Members can choose from a variety of programs including; high-yeild learning activities, Computers, DramaMatters, Health and Nutrition, Fine Arts, Jr. Torch Club, Photography, Yoga, Music, Science, SmartGirls, variouse League Sports and much much more! Members also participate in daily homework assistants know as Power Hour.";;;"YES";"NO";"http://www.bgcsonoma.org/home/boysgirlsclub/images/BGC_Better_Place_Logo.jpg";
