"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"BOYS AND GIRLS CLUBS OF THE MISSISSIPPI VALLEY - DAVENPORT CLUB";;"1702 IOWA STREET";;"DAVENPORT";"IA";52803;"563-324-5673";;"SCOTT";"sstokes@bgcmv.org";;;"Sharon";"Stokes";;;"https://www.bgcmv.org/";;"Monday - Friday";"2:30pm - 6:00pm; Summer Hours: 11:30pm - 5:30pm";;;"The Boys and Girls Clubs of the Mississippi Valley (""BGCMV"") has been serving the needs of area young people since 1994. It is a member of the Boys & Girls Clubs of America, a national organization of non-profit, non-sectarian private agencies serving young people in clubs nationwide.";"Education & Career Development; The Arts; Sports, Fitness and Recreation; Character and Leadership Development; Health and Life Skills";"$15/school year";"YES";"NO";;
"BOYS & GIRLS CLUBS OF THE MIDLANDS - CARTER LAKE UNIT";;"4101 NORTH 17TH ST.";;"CARTER LAKE";"IA";51510;"712-347-5687";;"POTTAWATTAMIE";"ccomfort@bgcomaha.org";;;"Courtney";"Comfort";"6–18";;"https://bgcomaha.org/";;;;;;"The Iowa West Ranch encompasses the Henry Ogram Carter Lake Unit and Camp Nakomis. Carter Lake Unit serves more than 600 members each year and has a history rich in tradition and excellence. The Club includes a 21st Century Learning that focuses on academic success of all members throughout the school year. Located on 35 acres of forest land in Carter Lake, IA, the Carter Lake Unit also offers a summer day camp experience to Metro youth each year called Camp Nakomis. At camp, members take part in fishing, archery, canoeing, arts, and outdoor skills education.";;"Membership: $30 per year";"YES";"NO";;
"BOYS & GIRLS CLUBS OF THE MIDLANDS - COUNCIL BLUFFS UNIT";;"815 NORTH 16TH ST.";;"COUNCIL BLUFFS";"IA";51501;"712-256-5603";;"POTTAWATTAMIE";"cpeterson@bgcomaha.org";;;"Chris";"Peterson";"6–18";;"https://bgcomaha.org/";;;;;;"The Council Bluffs H.H. “Red” & Ruth Nelson Unit on the Charles E. Lakin Human Services Campus was opened in 2009 and is located at the Charles E. Lakin Human Services Campus. The Club provides services to the 21 area schools located in Council Bluffs, with over 120 members per day. The Club is also a host site to a 21st Century Community Learning Center, which services nearly 60 members from Roosevelt Elementary school daily. The Club provides a multitude of programs that enrich the lives of the area youth. We provide a safe , stable environment to grow and become the leaders of tomorrow.";;"Membership: $30 per year";"YES";"NO";;
"BOYS & GIRLS CLUBS OF THE CEDAR VALLEY - WATERLOO";;"515 LIME ST";;"WATERLOO";"IA";50703;"319-234-2839";;"BLACK HAWK";;;;;;;;"http://www.cedarvalleyclubs.com/";;;;;;"The Boys & Girls Clubs of the Cedar Valley has a long history and proud tradition of serving the youth who need us most for over 40 years. With the changing demographics, increased poverty rates, increased single parent families and the day to day strain on Iowa families, the Boys & Girls Club is needed now more than ever. We also understand the challenge is more complex now than ever before. The Club offers young people what they need and want most: adults who respect and listen to them; a safe environment where they can have fun and be themselves; and interesting, constructive activities that channel youthful energy into challenging pursuits. Boys & Girls Clubs of the Cedar Valley consists of 4 Club facilities, in Waterloo, Cedar Falls, Sacred Heart and Evansdale.  Our goal is to provide every child with the essential tools needed for a successful and bright future. We serve over 900 children with our 4 units.  Our youth come to the Boys & Girls Clubs to receive tutoring, computer training, sports education, homework help, and mentoring. Our youth gain confidence by developing a sense of usefulness and belonging. Statistics have shown that youth who are members at The Boys & Girls Club of the Cedar Valley tend to achieve better academic grades, miss less days of schools, and display positive behavior in comparison to non-Club Members. Find out more about the Boys & Girls Club by exploring this Web site. Information about programs, locations, volunteer and donation opportunities are included. Keep reading to learn more about what we do. We guarantee that you will find what you are looking for at Boys & Girls Clubs of the Cedar Valley.";;"Membership: $25 a year for ages 6-12; $5 for ages 13-18";"YES";"NO";"https://static.wixstatic.com/media/3209e1_fe7729793ec8c3798cf640c5abc183a1.jpg/v1/fill/w_205,h_113,al_c,q_80,usm_0.66_1.00_0.01/3209e1_fe7729793ec8c3798cf640c5abc183a1.jpg";
"BOYS & GIRLS CLUBS OF THE CEDAR VALLEY - EVANSDALE";;"3574 LAFAYETTE RD";;"EVANSDALE";"IA";50707;"319-215-2740";;"BLACK HAWK";;;;;;;;"http://www.cedarvalleyclubs.com/";;;;;;"The Boys & Girls Clubs of the Cedar Valley has a long history and proud tradition of serving the youth who need us most for over 40 years. With the changing demographics, increased poverty rates, increased single parent families and the day to day strain on Iowa families, the Boys & Girls Club is needed now more than ever. We also understand the challenge is more complex now than ever before. The Club offers young people what they need and want most: adults who respect and listen to them; a safe environment where they can have fun and be themselves; and interesting, constructive activities that channel youthful energy into challenging pursuits. Boys & Girls Clubs of the Cedar Valley consists of 4 Club facilities, in Waterloo, Cedar Falls, Sacred Heart and Evansdale.  Our goal is to provide every child with the essential tools needed for a successful and bright future. We serve over 900 children with our 4 units.  Our youth come to the Boys & Girls Clubs to receive tutoring, computer training, sports education, homework help, and mentoring. Our youth gain confidence by developing a sense of usefulness and belonging. Statistics have shown that youth who are members at The Boys & Girls Club of the Cedar Valley tend to achieve better academic grades, miss less days of schools, and display positive behavior in comparison to non-Club Members. Find out more about the Boys & Girls Club by exploring this Web site. Information about programs, locations, volunteer and donation opportunities are included. Keep reading to learn more about what we do. We guarantee that you will find what you are looking for at Boys & Girls Clubs of the Cedar Valley.";;"Membership: $25 a year for ages 6-12; $5 for ages 13-18";"YES";"NO";"https://static.wixstatic.com/media/3209e1_fe7729793ec8c3798cf640c5abc183a1.jpg/v1/fill/w_205,h_113,al_c,q_80,usm_0.66_1.00_0.01/3209e1_fe7729793ec8c3798cf640c5abc183a1.jpg";
"BOYS & GIRLS CLUBS OF THE CEDAR VALLEY - CEDAR FALLS";;"505 HOLMES DR";;"CEDAR FALLS";"IA";50613;"319-234-2839";;"BLACK HAWK";;;;;;;;"http://www.cedarvalleyclubs.com/";;;;;;"The Boys & Girls Clubs of the Cedar Valley has a long history and proud tradition of serving the youth who need us most for over 40 years. With the changing demographics, increased poverty rates, increased single parent families and the day to day strain on Iowa families, the Boys & Girls Club is needed now more than ever. We also understand the challenge is more complex now than ever before. The Club offers young people what they need and want most: adults who respect and listen to them; a safe environment where they can have fun and be themselves; and interesting, constructive activities that channel youthful energy into challenging pursuits. Boys & Girls Clubs of the Cedar Valley consists of 4 Club facilities, in Waterloo, Cedar Falls, Sacred Heart and Evansdale.  Our goal is to provide every child with the essential tools needed for a successful and bright future. We serve over 900 children with our 4 units.  Our youth come to the Boys & Girls Clubs to receive tutoring, computer training, sports education, homework help, and mentoring. Our youth gain confidence by developing a sense of usefulness and belonging. Statistics have shown that youth who are members at The Boys & Girls Club of the Cedar Valley tend to achieve better academic grades, miss less days of schools, and display positive behavior in comparison to non-Club Members. Find out more about the Boys & Girls Club by exploring this Web site. Information about programs, locations, volunteer and donation opportunities are included. Keep reading to learn more about what we do. We guarantee that you will find what you are looking for at Boys & Girls Clubs of the Cedar Valley.";;"Membership: $25 a year for ages 6-12; $5 for ages 13-18";"YES";"NO";"https://static.wixstatic.com/media/3209e1_fe7729793ec8c3798cf640c5abc183a1.jpg/v1/fill/w_205,h_113,al_c,q_80,usm_0.66_1.00_0.01/3209e1_fe7729793ec8c3798cf640c5abc183a1.jpg";
"BOYS & GIRLS CLUBS OF THE CEDAR VALLEY - DUNKERTON";;"509 S. CANFIELD ST";;"DUNKERTON";"IA";50626;;;"BLACK HAWK";;;;;;;;"http://www.cedarvalleyclubs.com/";;;;;;"The Boys & Girls Clubs of the Cedar Valley has a long history and proud tradition of serving the youth who need us most for over 40 years. With the changing demographics, increased poverty rates, increased single parent families and the day to day strain on Iowa families, the Boys & Girls Club is needed now more than ever. We also understand the challenge is more complex now than ever before. The Club offers young people what they need and want most: adults who respect and listen to them; a safe environment where they can have fun and be themselves; and interesting, constructive activities that channel youthful energy into challenging pursuits. Boys & Girls Clubs of the Cedar Valley consists of 4 Club facilities, in Waterloo, Cedar Falls, Sacred Heart and Evansdale.  Our goal is to provide every child with the essential tools needed for a successful and bright future. We serve over 900 children with our 4 units.  Our youth come to the Boys & Girls Clubs to receive tutoring, computer training, sports education, homework help, and mentoring. Our youth gain confidence by developing a sense of usefulness and belonging. Statistics have shown that youth who are members at The Boys & Girls Club of the Cedar Valley tend to achieve better academic grades, miss less days of schools, and display positive behavior in comparison to non-Club Members. Find out more about the Boys & Girls Club by exploring this Web site. Information about programs, locations, volunteer and donation opportunities are included. Keep reading to learn more about what we do. We guarantee that you will find what you are looking for at Boys & Girls Clubs of the Cedar Valley.";;"Membership: $25 a year for ages 6-12; $5 for ages 13-18";"YES";"NO";"https://static.wixstatic.com/media/3209e1_fe7729793ec8c3798cf640c5abc183a1.jpg/v1/fill/w_205,h_113,al_c,q_80,usm_0.66_1.00_0.01/3209e1_fe7729793ec8c3798cf640c5abc183a1.jpg";
"GIRLS ON THE RUN EASTERN IOWA @ ALEXANDER ELEMENTARY ";;"3571 SYCAMORE ST SE";;"IOWA CITY";"IA";52240;"319-535-2248";;"JOHNSON";"info@girlsontheruniowa.org";;;;;;;"http://www.girlsontheruniowa.org/";;"Mon, Wed";"2:55pm - 4:25pm";;;"Over a period of 10 weeks, girls in the 3rd through 6th grade participate in an after-school program like no other. Designed to allow every girl to recognize her inner strength, the Girls on the Run curriculum inspires girls to define their lives on their own terms. Throughout the season, the girls make new friends, build their confidence and celebrate all that makes them unique. The Girls on the Run lessons encourage positive emotional, social, mental and physical development.  Participants explore and discuss their own beliefs around experiences and challenges girls face at this age. They also develop important strategies and skills to help them navigate life experiences. We start with helping the girls get a better understanding of who they are and what’s important to them. Then, we look at the importance of team work and healthy relationships. And, finally, the girls explore how they can positively connect with and shape the world. Physical activity is woven into our program to inspire an appreciation of fitness and to build habits that lead to a lifetime of health.  At the end of each three-month session, the girls participate in a Girls on the Run 5k event. This celebratory, non-competitive event is the culminating experience of the curriculum.  Completing the 5k gives the girls a tangible understanding of the confidence that comes through accomplishment as well as a framework for setting and achieving life goals. ";;;"YES";"NO";"http://www.girlsontheruniowa.org/public/img/logo_girlsontherun.png";
"GIRLS ON THE RUN EASTERN IOWA @ CORALVILLE CENTRAL ELEMENTARY ";;"501 6TH ST.";;"CORALVILLE";"IA";52241;"319-535-2248";;"JOHNSON";"info@girlsontheruniowa.org";;;;;;;"http://www.girlsontheruniowa.org/";;"Mon, Wed";"3:00pm - 4:30pm";;;"Over a period of 10 weeks, girls in the 3rd through 6th grade participate in an after-school program like no other. Designed to allow every girl to recognize her inner strength, the Girls on the Run curriculum inspires girls to define their lives on their own terms. Throughout the season, the girls make new friends, build their confidence and celebrate all that makes them unique. The Girls on the Run lessons encourage positive emotional, social, mental and physical development.  Participants explore and discuss their own beliefs around experiences and challenges girls face at this age. They also develop important strategies and skills to help them navigate life experiences. We start with helping the girls get a better understanding of who they are and what’s important to them. Then, we look at the importance of team work and healthy relationships. And, finally, the girls explore how they can positively connect with and shape the world. Physical activity is woven into our program to inspire an appreciation of fitness and to build habits that lead to a lifetime of health.  At the end of each three-month session, the girls participate in a Girls on the Run 5k event. This celebratory, non-competitive event is the culminating experience of the curriculum.  Completing the 5k gives the girls a tangible understanding of the confidence that comes through accomplishment as well as a framework for setting and achieving life goals. ";;;"YES";"NO";"http://www.girlsontheruniowa.org/public/img/logo_girlsontherun.png";
"GIRLS ON THE RUN EASTERN IOWA @ GARNER ELEMENTARY ";;"80 BIRCH STREET";;"NORTH LIBERTY";"IA";52317;"319-535-2248";;"JOHNSON";"info@girlsontheruniowa.org";;;;;;;"http://www.girlsontheruniowa.org/";;"Tues, Thurs";"Tues: 3:00pm - 4:30pm, Thurs: 2:00pm - 3:30pm";;;"Over a period of 10 weeks, girls in the 3rd through 6th grade participate in an after-school program like no other. Designed to allow every girl to recognize her inner strength, the Girls on the Run curriculum inspires girls to define their lives on their own terms. Throughout the season, the girls make new friends, build their confidence and celebrate all that makes them unique. The Girls on the Run lessons encourage positive emotional, social, mental and physical development.  Participants explore and discuss their own beliefs around experiences and challenges girls face at this age. They also develop important strategies and skills to help them navigate life experiences. We start with helping the girls get a better understanding of who they are and what’s important to them. Then, we look at the importance of team work and healthy relationships. And, finally, the girls explore how they can positively connect with and shape the world. Physical activity is woven into our program to inspire an appreciation of fitness and to build habits that lead to a lifetime of health.  At the end of each three-month session, the girls participate in a Girls on the Run 5k event. This celebratory, non-competitive event is the culminating experience of the curriculum.  Completing the 5k gives the girls a tangible understanding of the confidence that comes through accomplishment as well as a framework for setting and achieving life goals. ";;;"YES";"NO";"http://www.girlsontheruniowa.org/public/img/logo_girlsontherun.png";
