"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"Westchase Impact Martial Arts After School";;"12950 Race Track Rd, Suite 109";;"Tampa";"FL";33626;"813-600-5260";;"HILLSBOROUGH";"info@westchaseima.com";;;;;;"YES";"http://www.westchaseima.com/";;;;;;"The FUN, Caring, Structured  Westchase After School Program That Helps Kids Get Ahead in Life. Yes, your child will have FUN, Make Friends, and laugh (a lot). But they'll also develop powerful life skills like discipline, focus, confidence, and more. Ancient Martial Arts meets modern fun for one heck of a powerful program! That's what our program is all about. Read on to learn more about what we offer. Martial Arts isn't just ""punches and kicks."" It's lessons on life. We use martial arts training to help your child GROW. We teach kids about goal setting and working hard to reach their dreams. Our partner exercises teach them social skills, team work, and leadership. And the fitness helps them stay healthy and strong. One thing parents love about our program is the level of care we put into it. We even pick up your children from school, by our staff only, in a well marked vehicle. NEVER by a third party. Safe and sound until you pick them up from us. Learning in a safe environment full of motivation is what we're all about! And of course - ""Quiet Down Time"" lets them finish homework, enjoy reading, or even draw a picture if they want! Quiet time is crucial in martial arts to create a steel-trap memory and laser-like focus later on. Our center instantly transforms from a fun zone to a quiet study room at a moment's notice. (Pretty cool, right?)";;;"YES";"NO";"http://www.westchaseima.com/Portals/0/WebsiteLogos3.png";"Mary Bryant Elementary; Deer Park Elementary; Westchase Elementary School; Farnel Middle; Davidson Middle"
"Traditional TaeKwon-Do Carrollwood After School";;"4513 Gunn Hwy";;"Tampa";"FL";33624;"813-269-2252";;"HILLSBOROUGH";;;;;;;;"http://taekwondocarrollwood.com/";;;;;;"As parents ourselves we understand how precious your kids are to you. When your child is picked up from school you want to have the assurance that they are safe and having a good time. You want your child looked after as lovingly and securely as you would. There are many programs out there that can offer that kind of attention and security. If your like most of our parents you have also seen places that you wouldn’t dare leave your child. In fact you may have wondered who’s watching who! Our goal at Traditional Tae Kwon Do Center Carrollwood is to not only offer your child a safe and fun environment but also watch them grow into confident leaders. Let’s face it if you wanted them watching TV and playing video games all day, you could leave them at home with grandpa. However because you want the best for your child, you know they need much more.";;;"YES";"NO";;
"Traditional TaeKwon-Do Dunedin After School";;"1828 Main St.";;"Dunedin";"FL";34698;"727-223-4949";;"PINELLAS";;;;;;;;"http://taekwondodunedin.com/";;;;;;"As parents ourselves we understand how precious your kids are to you. When your child is picked up from school you want to have the assurance that they are safe and having a good time. You want your child looked after as lovingly and securely as you would. There are many programs out there that can offer that kind of attention and security. If your like most of our parents you have also seen places that you wouldn’t dare leave your child. In fact you may have wondered who’s watching who! Our goal at Traditional Taekwon-Do Dunedin is to not only offer your child a safe and fun environment but also watch them grow into confident leaders. Let’s face it if you wanted them watching TV and playing video games all day, you could leave them at home with grandpa. However because you want the best for your child, you know they need much more.";;;"YES";"NO";;
"Universal Rock School - After School Rockstars";;"7250 Ulmerton Rd., Suite F";;"Largo";"FL";33771;"727-599-2263";;"PINELLAS";"universalrockschool@gmail.com";;;;;;;"http://universalrockschool.com/";;;;;;"Universal Rock School offers After School Pick-up for ages 6-12 and is ranked one of Pinellas County’s best After School Programs, serving Largo, St. Pete, Tampa, Seminole, Bellair Bluffs and Pinellas Park residents. The music after school program you’ve been hearing about! After School Rockstars is an excellent way for your child to learn music and have fun! Each student is well supervised and taken care of. If you’re tired of the overcrowded aftercare programs then you have found the right place! Each student will experience the following: Learn a real instrument in a real rock band with other after school kids; Learn the basics of music theory; Get to try and play other instruments and learn about them all; Perform popular songs at our rock concerts; Games and activities; Daily Snacks.";;;"YES";"NO";"http://universalrockschool.com/wp-content/uploads/2014/09/UniversalBlack-17_web1.png";
"Spark Family Enrichment Center - So Cool After School Program";;"1425 Tuskawilla Rd, #137";;"Winter Springs";"FL";32708;"407-679-7775";;"SEMINOLE";"contactus@sparkec.net";;;;;;;"http://sparkec.net/";;;;;;"Looking for a fun, educational environment for after school care?  You’ve found it at SPARK’s “So Cool” After School program! Spark provides: Safe transportation from local schools. All our experienced drivers are over 25 years of age with clean driving record and background checks. New clean vans; Snacks; Customized homework lab; Fun and exciting enrichment classes; Optional music lessons and private tutoring; Supervised free play.";;"$90/week, $25/day, $35 yearly registration fee ";"YES";"NO";"http://sparkec.net/wp-content/uploads/2016/02/rsz_images.jpg?x87617";"Elementary Schools: Keeth, Red Bug, Rainbow, Layer, Casselberry, Winter Springs; Middle Schools: Tuskawilla, Indian Trails; Private Schools: Willow School of Winter Springs, St. Luke's Lutheran School; Charter Schools: Choices In Learning Charter"
"Funtastic After School Program";;"1510 NW Fourth St.";;"Ocala";"FL";34475;"352-401-3920 ";;"MARION";;;;;;"6–12";;"http://www.ocalafl.org/";;"Monday - Friday";"2:15pm - 6:00pm";;;"Daily homework assistance, fitness, creative activities, games and a snack.";;"$25 one-time registration fee/child; $60/child/month";"YES";"NO";;
"Lillian Bryant After School Open Recreation";;"2200 NW 17 Pl.";;"Ocala";"FL";34475;"352-629-8389 ";;"MARION";;;;;;"5–17";;"http://www.ocalafl.org/";;"Monday - Friday";"3:00pm - 6:00pm";;;"Youth will enjoy activities such as basketball, dodge ball, kickball, softball and volleyball; play bumper pool, pool or ping pong; or use the computer lab and receive homework assistance in a supervised environment. Includes a nutritious snack.";;;"YES";"NO";;
"Primrose School of North Naples - Primrose Explorers Club";;"4510 Executive Drive";;"Naples";"FL";34119;"239-774-6767";;"COLLIER";;;;;;"5–12";;"https://www.primroseschools.com/";;;;;;"Imagine a nurturing After School program where children can relax, make friends and continue to learn while having fun. Welcome to the Primrose Explorers Club for children ages 5 through 12. We make sure club members receive homework help, so they establish good habits and are freed up for more family fun at home. Still, there’s plenty of time to explore creative expression, sports, technology, drama, music, games or enjoy some downtime.";;;"YES";"NO";;
"Primrose School of Fleming Island - Primrose Explorers Club";;"2031 Town Center Blvd.";;"Fleming Island";"FL";32003;"904-298-3938";;"CLAY";;;;;;"5–12";;"https://www.primroseschools.com/";;;;;;"Imagine a nurturing After School program where children can relax, make friends and continue to learn while having fun. Welcome to the Primrose Explorers Club for children ages 5 through 12. We make sure club members receive homework help, so they establish good habits and are freed up for more family fun at home. Still, there’s plenty of time to explore creative expression, sports, technology, drama, music, games or enjoy some downtime.";;;"YES";"NO";;
"Primrose School of Julington Creek - Primrose Explorers Club";;"480 State Road 13 N";;"Jacksonville";"FL";32259;"904-230-2828 ";;"DUVAL";;;;;;"5–12";;"https://www.primroseschools.com/";;;;;;"Imagine a nurturing After School program where children can relax, make friends and continue to learn while having fun. Welcome to the Primrose Explorers Club for children ages 5 through 12. We make sure club members receive homework help, so they establish good habits and are freed up for more family fun at home. Still, there’s plenty of time to explore creative expression, sports, technology, drama, music, games or enjoy some downtime.";;;"YES";"NO";;
