"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"Boys & Girls Club of Greater New Bedford/Wareham - New Bedford";;"166 JENNEY STREET";;"NEW BEDFORD";"MA";" 02740";"508-992-8011";;"BRISTOL";"jsilva@bgcnewbedford.org";;;"Jean";"Silva";"7–18";"YES";"http://www.bgcnewbedford.org/";;"Monday - Friday";"Mon-Thurs: 2:30pm-9:00pm., Fri: 1:00pm -9:00pm; Summer: 9:00am-4:00pm";;;"At the Boys & Girls Club of Greater New Bedford/Wareham we serve with one purpose; to enable all young people, especially those who need us most, to reach their full potential as productive, caring, responsible citizens.";;"The cost of a Club membership is $50 per year/per child, membership is good from January 1st to December 31st.  There is an additional cost for the Summer Fun Program.  There is a $3 per day visitors fee for non-members.";"YES";"NO";"https://irp-cdn.multiscreensite.com/5d1917d6/dms3rep/multi/desktop/BGC_BLANK233-544x94.png";
"Boys & Girls Club of Greater New Bedford/Wareham - Wareham Unit";;"13 HIGHLAND AVENUE";;"ONSET";"MA";" 02558";"774-678-4243";;"PLYMOUTH";"jsilva@bgcnewbedford.org";;;"Jean";"Silva";;"YES";"http://www.bgcnewbedford.org/";;"Monday - Friday";"2:00pm - 6:00pm";;;"The Wareham Boys & Girls Club hosts a variety of activities that include Computer Technology, homework assistance and tutoring program nationally known as Power Hour, along with activities such as pool, air hockey, fuse ball, basketball, kickball, Kenect, arts and crafts and more.";;"After School Program fee is $10 per week, or $400 for the school year.  A week's deposit and $25 for 2016 membership fee are due prior to your child/ren starting the program.";"YES";"NO";"https://irp-cdn.multiscreensite.com/5d1917d6/dms3rep/multi/desktop/BGC_BLANK233-544x94.png";
"Boys & Girls Club of Worcester - Kids Club at Great Brook Valley";;"180 CONSTITUTION AVENUE";;"WORCESTER";"MA";"01605";"508-754-2686";;"WORCESTER";"info@bgcworcester.org";;;;;"8–12";"YES";"http://www.bgcworcester.org/";;"Monday - Friday";"School-Year: 2:00pm-6:00pm; Summertime: 9:00am-4:00pm";;;"Conveniently located for members residing in Great Brook Valley, this clubhouse provides many of the programs available at the Main South location.  Members at this Clubhouse are offered transportation to our Main South Clubhouse on a regular basis, so they have the opportunities to participate in activities such as swimming and boxing.";;"Membership: $25 per year ";"YES";"NO";;
"Boys & Girls Club of Worcester - Plumley Village Clubhouse";;"16 LAUREL STREET";;"WORCESTER";"MA";"01608";"508-754-2686";;"WORCESTER";"info@bgcworcester.org";;;;;"8–13";"YES";"http://www.bgcworcester.org/";;"Monday - Friday";"School-Year: 2:00pm-5:00pm; Summertime: 9:00am-2:00pm";;;"Intended mostly for members residing in Plumley Village, this clubhouse provides many of the programs available at the Main South location. Members at this Clubhouse are offered transportation to our Main South Clubhouse on a regular basis, so they have the opportunities to participate in activities such as swimming and boxing.";;"Membership: $25 per year ";"YES";"NO";;
"Boys & Girls Clubs of MetroWest - Framingham Clubhouse";;"25 CLINTON STREET";;"FRAMINGHAM";"MA";" 01702";"508-620-7145";;"MIDDLESEX";"tammi.pudlo@bgcmetrowest.org";;;"Tammi";"Pudlo";;;"http://www.bgcmetrowest.org/";;"Monday - Friday";"School Year: Grades 2 - 5 (Cadets): Dismissal - 6:00pm, Grade 6 (Juniors): Dismissal - 9:00pm,  Grades 7 - 8 (Intermediates): Dismissal - 9:00pm, Grades 9 - 12 (Seniors): 5:00pm - 9:00pm; Summer: 8:00am-5:30pm";;;"We offer well-rounded activities in physical education, social recreation, the arts, technology and prevention programming. All youth participants of the Club must be a member. Our drop-in program serves grades 1-12. Membership fees provide individuals access to our many programs.";"Power Hour (Homework Assistance); Computer Room; Games Room; Arts & Crafts Room; Sports & Fitness Activities; Teen Center; Leadership Clubs; Prevention Education";"One Youth: $25.00; Two Youths in Same Family: $45.00; Three Youths in Same Family: $60.00";"YES";"NO";"http://www.bgcmetrowest.org/wp-content/themes/bgcmw/images/chrome/logo-bgcmetrowest.png";
"Boys & Girls Clubs of MetroWest - Argeo R. Cellucci, Jr. Clubhouse";;"21 CHURCH STREET";;"HUDSON";"MA";"01749";"978-562-9924";;"MIDDLESEX";"steve.zepf@bgcmetrowest.org";;;"Steve";"Zepf";;;"http://www.bgcmetrowest.org/";;"Monday - Friday";"School Year: Grades 1 - 5 (Cadets): Dismissal - 6:00pm, Grade 6 (Juniors): Dismissal - 7:00pm,  Grades 7 - 8 (Intermediates): Dismissal - 9:00pm, Grades 9 - 12 (Seniors): 5:00pm - 9:00pm; Summer: 8:00am-6:00pm";;;"The Argeo R. Cellucci, Jr. Clubhouse is located at 21 Church Street, directly off of Main Street, in downtown Hudson. We offer well-rounded activities in physical education, social recreation, the arts, technology and prevention programming. All youth participants of the Club must be a member. Our drop-in program serves grades 1-12. Membership fees provide individuals access to our many programs.";"Power Hour (Homework Assistance); Computer Room; Games Room; Arts & Crafts Room; Sports & Fitness Activities; Teen Center; Leadership Clubs; Prevention Education";"One Youth: $25.00; Two Youths in Same Family: $45.00; Three Youths in Same Family: $60.00";"YES";"NO";"http://www.bgcmetrowest.org/wp-content/themes/bgcmw/images/chrome/logo-bgcmetrowest.png";
"Boys & Girls Clubs of Boston: Berkshire Partners Blue Hill Club";;"15 TALBOT AVE";;"DORCHESTER";"MA";" 02124";"617-474-1050";;"SUFFOLK";;;;"Carl";"Thompson";"6–18";;"https://www.bgcb.org/";;"Monday - Friday";"Ages 6-12: 1:00pm - 6:00pm; Ages: 13-18: 1:00pm - 8:00pm; School Vacation Week: 9:00am - 4:00pm";;;"The mission of Boys & Girls Clubs of Boston is to help young people, especially those who need us most, build strong character and realize their full potential as responsible citizens and leaders. We do this by providing: a safe haven filled with hope and opportunity, ongoing relationships with caring adults, and life-enhancing programs.";;;"YES";"NO";"https://www.bgcb.org/wp-content/themes/bgcb/images/logo_bgcb.png";
"Boys & Girls Clubs of Boston: Condon Club";;"200 D ST";;"BOSTON";"MA";" 02127";"617-307-6075";;"SUFFOLK";;;;"David";"Shaw";;;"https://www.bgcb.org/";;"Monday - Friday";"2:30pm - 6:00pm";;;"The mission of Boys & Girls Clubs of Boston is to help young people, especially those who need us most, build strong character and realize their full potential as responsible citizens and leaders. We do this by providing: a safe haven filled with hope and opportunity, ongoing relationships with caring adults, and life-enhancing programs.";;;"YES";"NO";"https://www.bgcb.org/wp-content/themes/bgcb/images/logo_bgcb.png";
"Boys & Girls Clubs of Boston: Edgerley Family South Boston Club";;"230 W 6TH ST";;"BOSTON";"MA";"02127";"617-268-4301";;"SUFFOLK";;;;"Harry";"Duvall";"6–18";;"https://www.bgcb.org/";;"Monday - Friday";"Ages 6-8: 1:30pm - 6:00pm; Ages: 9-18: 1:30pm - 8:00pm; School Vacation Week: Age 6: 12:00pm - 3:00pm, Ages 7-12: 12:00pm - 6:00pm; Ages 13-18: 2:00pm - 9:00pm";;;"The mission of Boys & Girls Clubs of Boston is to help young people, especially those who need us most, build strong character and realize their full potential as responsible citizens and leaders. We do this by providing: a safe haven filled with hope and opportunity, ongoing relationships with caring adults, and life-enhancing programs.";;;"YES";"NO";"https://www.bgcb.org/wp-content/themes/bgcb/images/logo_bgcb.png";
"Boys & Girls Clubs of Boston: Franklin Hill Club";;"5 SHANDON RD";;"BOSTON";"MA";" 02124";"617-282-2800";;"SUFFOLK";;;;"Christian";"Pagan";"6–12";;"https://www.bgcb.org/";;"Monday - Friday";"2:00pm - 6:00pm";;;"The mission of Boys & Girls Clubs of Boston is to help young people, especially those who need us most, build strong character and realize their full potential as responsible citizens and leaders. We do this by providing: a safe haven filled with hope and opportunity, ongoing relationships with caring adults, and life-enhancing programs.";;;"YES";"NO";"https://www.bgcb.org/wp-content/themes/bgcb/images/logo_bgcb.png";
"Boys & Girls Clubs of Boston: Hennigan Club";;"200 HEATH ST";;"JAMAICA PLAIN";"MA";" 02130";"617-427-0144";;"SUFFOLK";;;;"Marisol";"Ayala";;;"https://www.bgcb.org/";;"Monday - Friday";"3:20pm - 6:00pm";;;"The mission of Boys & Girls Clubs of Boston is to help young people, especially those who need us most, build strong character and realize their full potential as responsible citizens and leaders. We do this by providing: a safe haven filled with hope and opportunity, ongoing relationships with caring adults, and life-enhancing programs.";;;"YES";"NO";"https://www.bgcb.org/wp-content/themes/bgcb/images/logo_bgcb.png";
"Boys & Girls Clubs of Boston: Jordan Club";;"30 WILLOW ST";;"CHELSEA";"MA";" 02150";"617-884-9435";;"SUFFOLK";;;;;;"6–18";;"https://www.bgcb.org/";;"Monday - Friday";"Ages 6-12: 2:00pm - 6:00pm; Ages: 13-18: 2:30pm - 8:30pm; School Vacation Week: 9:00am - 4:00pm";;;"The mission of Boys & Girls Clubs of Boston is to help young people, especially those who need us most, build strong character and realize their full potential as responsible citizens and leaders. We do this by providing: a safe haven filled with hope and opportunity, ongoing relationships with caring adults, and life-enhancing programs.";;;"YES";"NO";"https://www.bgcb.org/wp-content/themes/bgcb/images/logo_bgcb.png";
"Boys & Girls Clubs of Boston: Mattapan Teen Center";;"10 HAZLETON ST";;"MATTAPAN";"MA";"02126";"617-533-9050";;"SUFFOLK";;;;"Ronald";"Carroll";"13–18";;"https://www.bgcb.org/";;"Tuesday - Saturday";"Tues-Fri: 1:00pm - 8:00pm; Sat: 11:00am - 7:00pm; School Vacation Week: 11:00am - 7:00pm";;;"The mission of Boys & Girls Clubs of Boston is to help young people, especially those who need us most, build strong character and realize their full potential as responsible citizens and leaders. We do this by providing: a safe haven filled with hope and opportunity, ongoing relationships with caring adults, and life-enhancing programs.";;;"YES";"NO";"https://www.bgcb.org/wp-content/themes/bgcb/images/logo_bgcb.png";
"Boys & Girls Clubs of Boston: Orchard Gardens Club";;"2 DEARBORN ST";;"ROXBURY";"MA";" 02119";"617-516-5285";;"SUFFOLK";;;;"Russell";"Lamberti";"8–14";;"https://www.bgcb.org/";;"Monday - Friday";"2:00pm - 6:00pm";;;"The mission of Boys & Girls Clubs of Boston is to help young people, especially those who need us most, build strong character and realize their full potential as responsible citizens and leaders. We do this by providing: a safe haven filled with hope and opportunity, ongoing relationships with caring adults, and life-enhancing programs.";;;"YES";"NO";"https://www.bgcb.org/wp-content/themes/bgcb/images/logo_bgcb.png";
"Boys & Girls Clubs of Boston: Sumner Club";;"15 BASILE ST";;"ROSLINDALE";"MA";" 02131";"617-363-9938";;"SUFFOLK";;;;"Nina";"Vansuch";;;"https://www.bgcb.org/";;"Monday - Friday";"3:10pm - 6:00pm";;;"The mission of Boys & Girls Clubs of Boston is to help young people, especially those who need us most, build strong character and realize their full potential as responsible citizens and leaders. We do this by providing: a safe haven filled with hope and opportunity, ongoing relationships with caring adults, and life-enhancing programs.";;;"YES";"NO";"https://www.bgcb.org/wp-content/themes/bgcb/images/logo_bgcb.png";
