"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"BOYS & GIRLS CLUBS OF THE PENINSULA - MCNEIL FAMILY CLUBHOUSE";;"401 Pierce Rd";;"Menlo Park";"CA";94025;"650-646-6070";;"SAN MATEO";"rwashington@bgcp.org";;;"Richard";"Washington";;;"http://www.bgcp.org/";;"Monday-Friday";"2:30-8:00 PM";;;"Our mission is to help the at-risk youth of our community develop the academic and life skills they need to complete high school ready for college or career. As the area’s largest at-risk youth development organization, we work with parents, corporate partners and schools to serve 1,700 kindergarteners through twelfth graders in East Palo Alto, Redwood City and eastern Menlo Park. In three clubhouses and six school sites, we implement proven social and academic interventions that most impact a child’s achievement in school and in life. We are closing the achievement gap. In neighborhoods where more than 50 percent of young people drop out of high school, 80 percent of BGCP school site members graduate from high school with a plan for college or career. BGCP members actively engage in programs to develop the skills they need to succeed in school, career, and life.";;;"YES";"NO";"http://www.bgcp.org/WP/wp-content/uploads/2012/07/BGCP_leftmargin.jpg";
"BOYS & GIRLS CLUBS OF THE PENINSULA - MOLDAW-ZAFFARONI CLUBHOUSE";;"2031 Pulgas Avenue";;"East Palo Alto";"CA";94303;"650-646-6090";;"SAN MATEO";"jharris@bgcp.org";;;"James";"Harris";;;"http://www.bgcp.org/";;"Monday-Friday";"2:30-8:00 PM";;;"Our mission is to help the at-risk youth of our community develop the academic and life skills they need to complete high school ready for college or career. As the area’s largest at-risk youth development organization, we work with parents, corporate partners and schools to serve 1,700 kindergarteners through twelfth graders in East Palo Alto, Redwood City and eastern Menlo Park. In three clubhouses and six school sites, we implement proven social and academic interventions that most impact a child’s achievement in school and in life. We are closing the achievement gap. In neighborhoods where more than 50 percent of young people drop out of high school, 80 percent of BGCP school site members graduate from high school with a plan for college or career. BGCP members actively engage in programs to develop the skills they need to succeed in school, career, and life.";;;"YES";"NO";"http://www.bgcp.org/WP/wp-content/uploads/2012/07/BGCP_leftmargin.jpg";
"BOYS & GIRLS CLUBS OF THE PENINSULA - MERVIN G. MORRIS CLUBHOUSE";;"1109 Hilton St";;"Redwood City";"CA";94063;"650-587-9370";;"SAN MATEO";"mjones@bgcp.org";;;"Mike";"Jones";;;"http://www.bgcp.org/";;"Monday-Friday";"2:30-8:00 PM";;;"Our mission is to help the at-risk youth of our community develop the academic and life skills they need to complete high school ready for college or career. As the area’s largest at-risk youth development organization, we work with parents, corporate partners and schools to serve 1,700 kindergarteners through twelfth graders in East Palo Alto, Redwood City and eastern Menlo Park. In three clubhouses and six school sites, we implement proven social and academic interventions that most impact a child’s achievement in school and in life. We are closing the achievement gap. In neighborhoods where more than 50 percent of young people drop out of high school, 80 percent of BGCP school site members graduate from high school with a plan for college or career. BGCP members actively engage in programs to develop the skills they need to succeed in school, career, and life.";;;"YES";"NO";"http://www.bgcp.org/WP/wp-content/uploads/2012/07/BGCP_leftmargin.jpg";
"BOYS & GIRLS CLUBS OF THE PENINSULA - CENTER FOR A NEW GENERATION BELLE HAVEN COMMUNITY SCHOOL";;"415 Ivy Drive, Room #P19";;"Menlo Park";"CA";94025;"650-561-3135";;"SAN MATEO";"lcalderon@bgcp.org";;;"Liz";"Calderon";;;"http://www.bgcp.org/";;"Monday-Friday";"2:30-6:00 PM";;;"Our mission is to help the at-risk youth of our community develop the academic and life skills they need to complete high school ready for college or career. As the area’s largest at-risk youth development organization, we work with parents, corporate partners and schools to serve 1,700 kindergarteners through twelfth graders in East Palo Alto, Redwood City and eastern Menlo Park. In three clubhouses and six school sites, we implement proven social and academic interventions that most impact a child’s achievement in school and in life. We are closing the achievement gap. In neighborhoods where more than 50 percent of young people drop out of high school, 80 percent of BGCP school site members graduate from high school with a plan for college or career. BGCP members actively engage in programs to develop the skills they need to succeed in school, career, and life.";;;"YES";"NO";"http://www.bgcp.org/WP/wp-content/uploads/2012/07/BGCP_leftmargin.jpg";
"BOYS & GIRLS CLUBS OF THE PENINSULA - CENTER FOR A NEW GENERATION BRENTWOOD SCHOOL";;"2086 Clarke Ave";;"East Palo Alto";"CA";94303;"650-561-3331";;"SAN MATEO";"egranados@bgcp.org";;;"Erick";"Granados";;;"http://www.bgcp.org/";;"Monday-Friday";"2:30-6:00 PM";;;"Our mission is to help the at-risk youth of our community develop the academic and life skills they need to complete high school ready for college or career. As the area’s largest at-risk youth development organization, we work with parents, corporate partners and schools to serve 1,700 kindergarteners through twelfth graders in East Palo Alto, Redwood City and eastern Menlo Park. In three clubhouses and six school sites, we implement proven social and academic interventions that most impact a child’s achievement in school and in life. We are closing the achievement gap. In neighborhoods where more than 50 percent of young people drop out of high school, 80 percent of BGCP school site members graduate from high school with a plan for college or career. BGCP members actively engage in programs to develop the skills they need to succeed in school, career, and life.";;;"YES";"NO";"http://www.bgcp.org/WP/wp-content/uploads/2012/07/BGCP_leftmargin.jpg";
"BOYS & GIRLS CLUBS OF THE PENINSULA - CENTER FOR A NEW GENERATION HOOVER COMMUNITY SCHOOL";;"701 Charter Street Room #508C";;"Redwood City";"CA";94063;"650-482-5925";"x313";"SAN MATEO";"dramirez@bgcp.org";;;"Diana";"Ramirez";;;"http://www.bgcp.org/";;"Monday-Friday";"Monday-Wednesday: 2:30PM -6:00PM, Thursday: 1:30 PM – 4:45 PM, Friday: 2:30 PM – 4:45 PM";;;"Our mission is to help the at-risk youth of our community develop the academic and life skills they need to complete high school ready for college or career. As the area’s largest at-risk youth development organization, we work with parents, corporate partners and schools to serve 1,700 kindergarteners through twelfth graders in East Palo Alto, Redwood City and eastern Menlo Park. In three clubhouses and six school sites, we implement proven social and academic interventions that most impact a child’s achievement in school and in life. We are closing the achievement gap. In neighborhoods where more than 50 percent of young people drop out of high school, 80 percent of BGCP school site members graduate from high school with a plan for college or career. BGCP members actively engage in programs to develop the skills they need to succeed in school, career, and life.";;;"YES";"NO";"http://www.bgcp.org/WP/wp-content/uploads/2012/07/BGCP_leftmargin.jpg";
"BOYS & GIRLS CLUBS OF THE PENINSULA - CENTER FOR A NEW GENERATION TAFT COMMUNITY SCHOOL";;"903 10th Avenue";;"Redwood City";"CA";94063;"650-556-1651";"x10";"SAN MATEO";"jgonzalez@bgcp.org";;;"Jose";"Gonzalez";;;"http://www.bgcp.org/";;"Monday-Friday";"Kindergarten: Monday-Wednesday, Friday: 1:15 PM – 4:30 PM, Thursday: 12:30PM – 4:30 PM; 1st Grade-5th Grade: Monday-Wednesday, Friday: 2:30-6:00 PM, Thursday: 1:05PM- 4:30 PM";;;"Our mission is to help the at-risk youth of our community develop the academic and life skills they need to complete high school ready for college or career. As the area’s largest at-risk youth development organization, we work with parents, corporate partners and schools to serve 1,700 kindergarteners through twelfth graders in East Palo Alto, Redwood City and eastern Menlo Park. In three clubhouses and six school sites, we implement proven social and academic interventions that most impact a child’s achievement in school and in life. We are closing the achievement gap. In neighborhoods where more than 50 percent of young people drop out of high school, 80 percent of BGCP school site members graduate from high school with a plan for college or career. BGCP members actively engage in programs to develop the skills they need to succeed in school, career, and life.";;;"YES";"NO";"http://www.bgcp.org/WP/wp-content/uploads/2012/07/BGCP_leftmargin.jpg";
"BOYS & GIRLS CLUBS OF THE PENINSULA - MENLO-ATHERTON HIGH SCHOOL";;"555 Middlefield Rd.";;"Atherton";"CA";94027;"510-676-8246";;"SAN MATEO";"dcaligurian@bgcp.org";;;"Desiree";"Caliguiran";;;"http://www.bgcp.org/";;"Monday-Thursday";"3:15pm-5:00pm";;;"Our mission is to help the at-risk youth of our community develop the academic and life skills they need to complete high school ready for college or career. As the area’s largest at-risk youth development organization, we work with parents, corporate partners and schools to serve 1,700 kindergarteners through twelfth graders in East Palo Alto, Redwood City and eastern Menlo Park. In three clubhouses and six school sites, we implement proven social and academic interventions that most impact a child’s achievement in school and in life. We are closing the achievement gap. In neighborhoods where more than 50 percent of young people drop out of high school, 80 percent of BGCP school site members graduate from high school with a plan for college or career. BGCP members actively engage in programs to develop the skills they need to succeed in school, career, and life.";;;"YES";"NO";"http://www.bgcp.org/WP/wp-content/uploads/2012/07/BGCP_leftmargin.jpg";
"BOYS & GIRLS CLUBS OF THE PENINSULA - CENTER FOR A NEW GENERATION GARFIELD ELEMENTARY SCHOOL";;"3600 Middlefield Rd, RM 32";;"Menlo Park";"CA";94025;"650-364-6630";;"SAN MATEO";"emelton@bgcp.org";;;"Elizabeth";"Melton";;;"http://www.bgcp.org/";;"Monday-Friday";"Monday-Wednesday, Friday: 2:40-6:00 PM, Thursday: 1:20 PM- 4:30 PM";;;"Our mission is to help the at-risk youth of our community develop the academic and life skills they need to complete high school ready for college or career. As the area’s largest at-risk youth development organization, we work with parents, corporate partners and schools to serve 1,700 kindergarteners through twelfth graders in East Palo Alto, Redwood City and eastern Menlo Park. In three clubhouses and six school sites, we implement proven social and academic interventions that most impact a child’s achievement in school and in life. We are closing the achievement gap. In neighborhoods where more than 50 percent of young people drop out of high school, 80 percent of BGCP school site members graduate from high school with a plan for college or career. BGCP members actively engage in programs to develop the skills they need to succeed in school, career, and life.";;;"YES";"NO";"http://www.bgcp.org/WP/wp-content/uploads/2012/07/BGCP_leftmargin.jpg";
"BOYS & GIRLS CLUBS OF NORTH SAN MATEO COUNTY - SOUTH SAN FRANCISCO CLUB";;"201 West Orange Avenue";;"South San Francisco";"CA";94080;"650-589-7090";;"SAN MATEO";;;;"Jill";"Higa";"6–18";"YES";"http://www.theclubs.org/";;"Monday-Friday";"2:30-6:00 pm";;;"The Boys & Girls Clubs of North San Mateo County is a unique organization consisting of 3 Club facilities and 2 school site programs. Our mission is to inspire and enable all young people, especially those who need us most, to realize their full potential.";"Programs: Power Hour, Power Hour Plus, Intel Computer Clubhouse, Triple Play, Torch Club, SMART Girls, Arts Activities, The Sports & Fitness Program";"Membership fee: $30";"YES";"NO";;
