"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"YMCA CALOMIRIS AFTER-SCHOOL PROGRAM";;"1906 Allison Street NE";;"Washington";"DC";"20018";"202-526-4233";;"DISTRICT OF COLUMBIA";"Carolyn.Samuel-King@ymcadc.org";;;"Carolyn";"Samuel-King";"3–14";"YES";"http://www.ymcadc.org/";;;;;;"With a focus on safety, health, social growth and academic enhancement, Y after school programs serve kindergartners through middle schoolers, encouraging them to explore who they are and what they can achieve with a variety of options to explore and develop their interests and talents. In addition to supplementing what they have learned in school, they develop critical thinking skills, get homework assistance from trained Y staff, develop a love of physical activity and form long-lasting friendships that enhance their development, social skills and self-confidence. Our kids also have the opportunity to participate in STEM (Science, Technology, Engineering & Math), creative arts and active play, all reinforced by HEPA standards.";;;"YES";"NO";"http://www.ymcadc.org/images/layout/yLogoBlue.png";
"YMCA CAPITAL VIEW AFTER-SCHOOL PROGRAM";;"2118 Ridgecrest Court SE";;"Washington";"DC";"20020";"202-889-0643";;"DISTRICT OF COLUMBIA";"marcus.taylor@ymcadc.org";;;"Marcus";"Taylor";"3–14";;"http://www.ymcadc.org/";;;;;;"With a focus on safety, health, social growth and academic enhancement, Y after school programs serve kindergartners through middle schoolers, encouraging them to explore who they are and what they can achieve with a variety of options to explore and develop their interests and talents. In addition to supplementing what they have learned in school, they develop critical thinking skills, get homework assistance from trained Y staff, develop a love of physical activity and form long-lasting friendships that enhance their development, social skills and self-confidence. Our kids also have the opportunity to participate in STEM (Science, Technology, Engineering & Math), creative arts and active play, all reinforced by HEPA standards.";;;"YES";"NO";"http://www.ymcadc.org/images/layout/yLogoBlue.png";
"YMCA AFTER-SCHOOL PROGRAM @ SCHOOL WITHOUT WALLS AT FRANCIS-STEVENS";;"2425 N Street NW";;"Washington";"DC";20037;"202-862-9622";;"DISTRICT OF COLUMBIA";"Kerrie.Fulcher@ymcadc.org";;;"Kerrie";"Fulcher";;;"http://www.ymcadc.org/";;"Monday - Friday";"3:15pm - 6:00 pm";;;"With a focus on safety, health, social growth and academic enhancement, Y after school programs serve kindergartners through middle schoolers, encouraging them to explore who they are and what they can achieve with a variety of options to explore and develop their interests and talents. In addition to supplementing what they have learned in school, they develop critical thinking skills, get homework assistance from trained Y staff, develop a love of physical activity and form long-lasting friendships that enhance their development, social skills and self-confidence. Our kids also have the opportunity to participate in STEM (Science, Technology, Engineering & Math), creative arts and active play, all reinforced by HEPA standards.";;;"YES";"NO";"http://www.ymcadc.org/images/layout/yLogoBlue.png";
"YMCA AFTER-SCHOOL PROGRAM @ ROSS ELEMENTARY SCHOOL";;"1730 R Street NW";;"Washington";"DC";20009;"202-459-4228";;"DISTRICT OF COLUMBIA";"Platrina.Alexander@ymcadc.org";;;"Platrina";"Alexander";;;"http://www.ymcadc.org/";;;;;;"With a focus on safety, health, social growth and academic enhancement, Y after school programs serve kindergartners through middle schoolers, encouraging them to explore who they are and what they can achieve with a variety of options to explore and develop their interests and talents. In addition to supplementing what they have learned in school, they develop critical thinking skills, get homework assistance from trained Y staff, develop a love of physical activity and form long-lasting friendships that enhance their development, social skills and self-confidence. Our kids also have the opportunity to participate in STEM (Science, Technology, Engineering & Math), creative arts and active play, all reinforced by HEPA standards.";;;"YES";"NO";"http://www.ymcadc.org/images/layout/yLogoBlue.png";
"BETA ACADEMY AFTER-SCHOOL PROGRAM";;"1353 Florida Avenue NW";;"Washington";"DC";20009;"202-538-0422";;"DISTRICT OF COLUMBIA";"info@betaacademy.com";;;"Tina";"Candelas";"6+";;"http://www.betaacademy.com/";;"Monday - Friday";"end of the school day until 6:30pm";;;"Students enrolled in BETA Academy’s After-School Program have the opportunity to complete homework assignments under the supervision of our certified childcare specialist. They also participate in fun, structured martial arts classes and other arts and recreational activities designed to improve physical fitness, increase confidence, and build character. Since children practice martial arts nearly every day, they also have the opportunity to learn effective self- defense skills and gain confidence through our Kids Martial Arts Program.";"Homework Support; Effective Self- Defense Skills; Character Development; Non-Violent Conflict Resolution Tactics; Exercise and Healthy Living";;"YES";"NO";"http://www.betaacademy.com/images/beta_logo.png";
"CHEVY CHASE PRESBYTERIAN CHURCH AFTER SCHOOL PROGRAM";;"One Chevy Chase Circle NW";;"Washington";"DC";20015;"202-966-8385";;"DISTRICT OF COLUMBIA";"ASP@chevychasepc.org";;;;;;"YES";"http://chevychasepc.org/";;"Monday - Friday";"3:00pm - 6:30pm";;;"The After School Program (ASP) is part of the Chevy Chase Presbyterian Church’s ministry to children and families in the community. Since 1987, the ASP has been dedicated to providing a safe, caring, and creative program to enrich the lives of 60 children in kindergarten through fifth grade during their after-school hours. The program provides children with the opportunity to interact with adults and other children in a comfortable and loving atmosphere. Children of all races, religions, and ethnic backgrounds are encouraged to apply for enrollment. We take pride in the diverse group of students currently enrolled. Although the majority of the children attend the two neighborhood D.C. public schools, Lafayette Elementary and Murch Elementary, children from other public and private schools are welcome and, in fact, are already enrolled. The ASP staff members meet the students at Lafayette and walk them to CCPC. The church van is used by other ASP staff members to pick up the students at Murch and transport them to CCPC. The children who attend other schools arrive by transportation arranged by their parents. The After School Program is located on the third floor of the education building. Once the children arrive from their respective schools, they are divided by grades into three groups in three large classrooms, with a teacher and an assistant in each room, and are provided with an afternoon snack. Afterwards, they are able to choose between opportunities to play in the large enclosed play yard adjacent to the education wing or to express their creativity with Lego structures, block towers or towns, crafts from recyclables, or other artwork. Occasionally, the groups take field trips to nearby playgrounds. Homework time is set aside and monitored by the teachers and assistants in the classrooms so that help is available when needed. The hours of operation are 3 to 6:30 p.m., Monday through Friday. Occasionally, because of severe weather or teachers’ meetings, the ASP opens at 8:00 a.m. and closes at 6:30 p.m. Also, when schools have to close at noon because of severe weather or meetings, the ASP staff will pick up the children at the two neighborhood schools and bring them back to CCPC until their parents come from work. The program is closed for federal holidays and when DC public schools are closed for snow days. The students in the After School Program perform community service projects during the year by making holiday cards for the residents of Ingleside, cleaning nearby streams of trash, or making Christmas stockings for the patients at Children’s Hospital. Many sign up to be pen pals with children in after school programs in other parts of the United States.";;"Monthly Tuition: 5 afternoons a week - $450; 3 afternoons a week $360; 2 afternoons a week - $310";"YES";"NO";;
"JOHN EATON AFTERSCHOOL PROGRAM INC.";;"3301 Lowell Street NW";;"Washington";"DC";20008;"202-363-5847";;"DISTRICT OF COLUMBIA";"jeafterschool@comcast.net";;;"Dietra";"Rogers";;;"http://www.eatondc.org/";;"Monday - Friday";"7:30am - 8:45am | 3:15pm - 6:30pm";;;"The John Eaton Afterschool Program, Inc. (JEAP) has provided childcare to Eaton students before and after school since 1983. JEAP is a play-based program that offers a variety of age-appropriate, creative activities to help the children grow in an atmosphere of support and trust. Children may participate in arts and crafts, play with board games and manipulatives, engage in dramatic play, read and socialize. A portion of every afternoon is spent on the playground, weather permitting. Children engage in gross motor activities that give them a chance to let off steam after the school day. JEAP also provides healthy snacks and quiet spaces for homework. Enrichment classes such as piano, art, Spanish, and chess are offered for additional fees. Sessions typically last for 8 weeks and are offered throughout the school year.";;"1 day: Before-School Care $20/Month; After-School Care $85/Month; 2 days: Before-School Care $35/Month; After-School Care $155/Month; 3 days: Before-School Care $50/Month; After-School Care $190/Month; 4 days: Before-School Care $65/Month; After-School Care $225/Month; 5 days: Before-School Care $75/Month; After-School Care $250/Month; Drop-in fees: Before School $15; After school $25 ";"YES";"NO";;
"C.H.I.L.D. CENTER BEFORE & AFTER SCHOOL PROGRAM";;"801 Division Avenue NE";;"Washington";"DC";20019;"202-269-6805";;"DISTRICT OF COLUMBIA";;;;;;"4–12";;"http://www.childcenterprograms.com/";;"Monday - Friday";"7:00am - 9:00am | 3:00pm - 6:00pm";;;"This program is designed for ages 4 through 12 and operates from August to June. It includes a homework hour and structured activities.";;;"YES";"NO";;
"M.O.M.I.E'S AFTER SCHOOL PROGRAM @ LEE MONTESSORI PUBLIC CHARTER SCHOOL";;"200 Douglas Street NE";;"Washington";"DC";20002;"202-545-1919";;"DISTRICT OF COLUMBIA";"awilliams@mmedu.org";;;"Aaleah";"Williams";"3–6";;"http://www.momiestlc.org/";;"Monday - Friday";"3:00pm - 6:00pm";;;"The After School Program makes a long-term investment in the lives of our families, providing holistic and unique learning supports and opportunities to ""nurture"" our children's genius and put them on a life-long path to success. The Program integrates an award-winning curriculum, The Great Persons Series, as a means to ground our children in their culture, celebrate their stories, and meaningfully connect them with the world in which they live. The After School Program develops the ""whole"" child by creating a culture where our children are empowered, comfortable, confident, and inspired. ";"The Great Persons Series; Daily Meditation and Conflict Resolution Exercises; Academic Development and Tutoring; Leadership Development; Creative Arts and Enrichment";;"YES";"NO";;
"M.O.M.I.E'S AFTER SCHOOL PROGRAM @ NEVAL THOMAS ELEMENTARY SCHOOL";;"650 Anacostia Ave NE";;"Washington";"DC";20019;"202-545-1919";;"DISTRICT OF COLUMBIA";"lking@mmedu.org";;;"Lakesha";"King";;;"http://www.momiestlc.org/";;"Monday - Friday";"3:00pm - 6:00pm";;;"The After School Program makes a long-term investment in the lives of our families, providing holistic and unique learning supports and opportunities to ""nurture"" our children's genius and put them on a life-long path to success. The Program integrates an award-winning curriculum, The Great Persons Series, as a means to ground our children in their culture, celebrate their stories, and meaningfully connect them with the world in which they live. The After School Program develops the ""whole"" child by creating a culture where our children are empowered, comfortable, confident, and inspired. ";"The Great Persons Series; Daily Meditation and Conflict Resolution Exercises; Academic Development and Tutoring; Leadership Development; Creative Arts and Enrichment";;"YES";"NO";;
