"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"YMCA of Florida's First Coast - Team Up @ George Washington Carver Elementary";;"2854 West 45th Street";;"Jacksonville";"FL";32209;"904-924-3122";;"DUVAL";;;;;;;;"http://firstcoastymca.org/";;;;;;"TEAM UP is a free, comprehensive, school-based afterschool program that provides educational and enrichment opportunities for youth. All TEAM UP programs are located at Duval County Public School sites and staffed by both certified teachers and youth development staff from the provider agency. Children who participate in TEAM UP programs tend to have better attendance, promotion rates and grades at the same schools as children who do not attend the program.";;;"YES";"NO";;
"YMCA of Florida's First Coast - Team Up @ Rufus E. Payne Elementary";;"6725 Hema Rd.";;"Jacksonville";"FL";32209;"904-924-3020";;"DUVAL";;;;;;;;"http://firstcoastymca.org/";;;;;;"TEAM UP is a free, comprehensive, school-based afterschool program that provides educational and enrichment opportunities for youth. All TEAM UP programs are located at Duval County Public School sites and staffed by both certified teachers and youth development staff from the provider agency. Children who participate in TEAM UP programs tend to have better attendance, promotion rates and grades at the same schools as children who do not attend the program.";;;"YES";"NO";;
"Hope Haven - BASICS After-School Program";;"4600 Beach Blvd";;"Jacksonville";"FL";32207;"904-346-5100";;"DUVAL";"BASICS@hope-haven.org";;;;;"5–22";"YES";"http://www.hope-haven.org/";;"Monday - Friday";"2:00pm - 6:00pm";;;"At Hope Haven we understand that your child’s needs for high-quality, supportive learning and enriching experiences continue after the school day ends. Our BASICS program (Building Adaptable Skills and Increasing Capacity for Self-Sufficiency) provides a safe, structured after-school setting for youth aged 5 to 22 with physical and/or developmental disabilities where they can learn, grow and have fun. Our one-to-five staff to client ratio will give your family peace of mind of knowing that your precious family members have our full attention and focus as they enhance their social skills, develop independent living skills and improve academically within our after school program. To ensure a safe, stable environment, we do ask that all our students are able to participate in a group setting. If your child requires one-on-one assistance during school hours, the BASICS program is not a format that will meet your child’s needs. However, we will happily provide you with guidance and advice on available alternatives. BASICS takes the guesswork out of scheduling by following the Duval County Public Schools calendar. We are open Monday through Friday from 2:00 p.m. – 6:00 p.m. On early release days, BASICS conveniently opens at 1:00 p.m. Because we understand how difficult it can be to arrange alternative care or take off from work when schools close, we offer workshops on most holidays and teacher planning days. We announce dates and details well in advance to assist with planning. Transportation to Hope Haven is provided for children and young adults attending the North Florida School and Mainspring Academy. Students who attend a Duval County Public School can ride the school bus to Hope Haven. We ask that parents arrange for public school bus transportation.";"Sports and Games; Creative Arts/Art Therapy; Homework/Academic Help; Nutrition Lessons; Computers; Music and Movement; Zumba/Yoga/Karate; Social Skills; Cooking; Job Skills; Independent Living Skills";;"YES";"NO";;
"Hope Haven - Team Up @ Alden Road Exceptional Student Center";;"11780 Alden Road";;"Jacksonville";"FL";32246;"904-565-2722";;"DUVAL";;;;;;;;"http://www.hope-haven.org/";;"Monday - Friday";"2:30pm - 5:30pm";;;"Team Up is a high-quality, comprehensive, school-based after-school program run by Hope Haven that is located at the  Alden Road Exceptional Student Center.  Sponsored by the Jacksonville Children’s Commission, The Team Up program provides educational and enrichment opportunities to students with physical and/or developmental disabilities.  Students eligible for the program attend Alden Road Exceptional Student Center and are provided a safe and structured after school experience. Team Up follows the Duval County Public Schools calendar and runs from 2:30pm – 5:30pm.";;;"YES";"NO";;
"JaxParks After School Club Rec @ Balis";;"1512 LaSalle St.";;"Jacksonville";"FL";32207;"904-306-2148 ";;"DUVAL";;;;;;;;"http://www.jaxparks.com/";;"Monday - Friday";"2:30pm - 6:00pm";;;"This exciting and energizing after school program provides opportunities for youth to participate in group activities including crafts, games, recreational sports, cooking activities, special events and homework assistance.";;"Fee: No charge, registration is required.";"YES";"NO";;
"JaxParks After School Club Rec @ Clanzel T. Brown";;"4545 Moncrief Road";;"Jacksonville";"FL";32208;"904-765-5282";;"DUVAL";;;;;;;;"http://www.jaxparks.com/";;"Monday - Friday";"2:30pm - 6:00pm";;;"This exciting and energizing after school program provides opportunities for youth to participate in group activities including crafts, games, recreational sports, cooking activities, special events and homework assistance.";;"Fee: No charge, registration is required.";"YES";"NO";;
"JaxParks After School Club Rec @ Cuba Hunter";;"3620 Bedford Road";;"Jacksonville";"FL";32208;"904-858-1366";;"DUVAL";;;;;;;;"http://www.jaxparks.com/";;"Monday - Friday";"2:30pm - 6:00pm";;;"This exciting and energizing after school program provides opportunities for youth to participate in group activities including crafts, games, recreational sports, cooking activities, special events and homework assistance.";;"Fee: No charge, registration is required.";"YES";"NO";;
"JaxParks After School Club Rec @ Dinsmore";;"7126 Civic Club Drive";;"Jacksonville";"FL";32219;"904-924-5330";;"DUVAL";;;;;;;;"http://www.jaxparks.com/";;"Monday - Friday";"2:30pm - 6:00pm";;;"This exciting and energizing after school program provides opportunities for youth to participate in group activities including crafts, games, recreational sports, cooking activities, special events and homework assistance.";;"Fee: No charge, registration is required.";"YES";"NO";;
"JaxParks After School Club Rec @ Henry T. Jones";;"3856 Grant Road";;"Jacksonville";"FL";32207;"904-399-0615";;"DUVAL";;;;;;;;"http://www.jaxparks.com/";;"Monday - Friday";"2:30pm - 6:00pm";;;"This exciting and energizing after school program provides opportunities for youth to participate in group activities including crafts, games, recreational sports, cooking activities, special events and homework assistance.";;"Fee: No charge, registration is required.";"YES";"NO";;
"JaxParks After School Club Rec @ Johnnie Walker";;"2500 W. 20th Street";;"Jacksonville";"FL";32209;"904-630-0321";;"DUVAL";;;;;;;;"http://www.jaxparks.com/";;"Monday - Friday";"2:30pm - 6:00pm";;;"This exciting and energizing after school program provides opportunities for youth to participate in group activities including crafts, games, recreational sports, cooking activities, special events and homework assistance.";;"Fee: No charge, registration is required.";"YES";"NO";;
