"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"Oconee County Parks and Recreation Department - The R.E.C";;"1051 Elder Road";;"Bishop";"GA";30621;"706-769-3966";;"OCONEE";"rdillow@oconee.ga.us";;;"Rachel";"Dillow";;"YES";"http://www.oconeecounty.com/";;"Monday - Friday";"afterschool - 6:00pm";;;"The Oconee County Parks and Recreation Department, through a coordinated effort, seeks to enrich the quality of life of the citizens we serve, by providing safe and accessible recreational facilities and a diversified program of recreational activities for all citizens.";;"Fee is $75 per week, per child.  All weeks are $75, which includesthe cost of All Day Camps, except the pro-rated weeks listed. Flex rate is $50 per week, per child for 3 days per week, except the two optional weeks. Flex includes 3 days of After School care or 2 days of After School and 1 All Day Camp. If on the Flex plan and my child attends more than three days, the full rate of $75 will be due. Full rate is due regardless of number of days of after school provided or the number of days your child attends in a week.";"YES";"NO";;
"Oconee County Parks and Recreation Department - Teen Extreme";;"3500A Hog Mountain Road";;"Watkinsville";"GA";30677;"706-769-3965";;"OCONEE";"rdillow@oconee.ga.us";;;"Rachel";"Dillow";;"YES";"http://www.oconeecounty.com/";;"Monday - Friday";"afterschool - 6:30pm";;;"The Oconee County Parks and Recreation Department, through a coordinated effort, seeks to enrich the quality of life of the citizens we serve, by providing safe and accessible recreational facilities and a diversified program of recreational activities for all citizens.";;"Fee is $75 per week, per child.  All weeks are $75, which includesthe cost of All Day Camps, except the pro-rated weeks listed. Flex rate is $50 per week, per child for 3 days per week, except the two optional weeks. Flex includes 3 days of After School care or 2 days of After School and 1 All Day Camp. If on the Flex plan and my child attends more than three days, the full rate of $75 will be due. Full rate is due regardless of number of days of after school provided or the number of days your child attends in a week.";"YES";"NO";;
"Camp Zion After-School Program";;"3268 Avondale Mill Road";;"Macon";"GA";31216;"478-781-0401";;"BIBB";"info@nextlevelmacon.org";;;;;;"YES";"http://www.nextlevelmacon.org/";;"Monday - Thursday (September-May)";"3:00pm - 7:00pm";;;"The Mission of Camp Zion After-School Program: To produce lifelong learners by providing a caring and creative learning environment built on genuine relationships and reinforcing academic achievement through an engaging and interactive approach.";;"Free";"YES";"NO";;
"CKD Lilburn After School Karate Program";;"375 Rockbridge Road";;"Lilburn";"GA";30047;"678-812-2235";;"GWINNETT";;;;;;;"YES";"http://ckdlilburn.com/";;"Monday - Friday";"2:30pm - 6:00pm";;;"Parents, when you register your son or daughter with the CKD Lilburn After School Karate Program, your child receives not only the very best care and help with their studies, but also lessons in martial arts and so much more. Research indicates, and our parents tell us, that instruction in the martial arts boost their children's self-esteem and supports them in picking up the leadership abilities that will serve them throughout their lives. Above all, your child will feel the elevated self-confidence that martial arts instruction has been shown to provide.";"Nutritious Snack; Time Scheduled for Homework; Games, Relay Races, Competitions; Engaging Martial Arts Lessons; Free Bully Prevention Workshop; Free Anti-Abduction Child Safety Workshop";;"YES";"NO";;
"Campus Clubs After-School Program";;"2193 Vineville Avenue";;"Macon";"GA";31204;"478-742-7794";;"BIBB";"info@campusclubsmacon.org";;;;;"5–18";;"http://www.campusclubsmacon.org/";;"Monday - Thursday";"3:00pm - 6:30pm";;;"Campus Clubs after-school program provides a structured, safe, and loving environment for school-aged children 5 - 18. Our program currently serves 170 children Monday - Thursday and has a growing waiting list. After a $10 registration fee, which helps further parent/child investment, children have daily access to pre and post testing, nutritional snack, homework assistance, one on one tutoring, life skills training, Bible study, recreation, and some of the newest computer technology applied to their courses of study. A similar program costs around $3500 per child, but thanks to generous donations, Campus Clubs is free to all students. With a 15 to 1 student/teacher ratio, the children enjoy a high level of attention, individualized support, and custom remediation programs based on pre-testing. Each teacher is certified or in the process of being certified, has an associate’s degree or higher, and there are 2 trained social workers on staff. Our staff also regularly participates in educational training classes and programs. The computer lab is state of the art and features the latest software and learning techniques. The children learn under the STEM model, PITSCO learning resources, and utilize Lego Robotics - the student’s experience is truly unique. ";;"$10 registration fee";"YES";"NO";"http://2q9ifvigns3ehakw2do8wz13.wpengine.netdna-cdn.com/wp-content/themes/theme1250/images/logo.png";
"YBC After School @ Mountain Park Elementary";;"11895 Mountain Park Rd";;"Roswell";"GA";30075;"770-896-3944";;"FULTON";"ybcbuildingstones@gmail.com";;;"Megan";"Williams";;;"https://www.ybckids.com/";;"Monday - Friday";"2:30pm - 6:30pm";;;"We coach young children through ongoing workshops and activities to increase their self-esteem, leading them to an understanding of their values and natural gifts. So they will embrace and share these gifts with confidence and enthusiasm. We all want young people in our communities: To excel academically; To be well-rounded in their interests; To develop strong social and interpersonal skills; To be safe; To be emotionally and physically healthy; To be confident and motivated to do well in life.";;"Yearly Registration $25; Daily Drop In $25; Weekly $75; Partial Week $60; Monthly $288; Sibling Drop In $40; Sibling Weekly $140; Sibling Partial Week $120 ";"YES";"NO";"https://static.wixstatic.com/media/500ee6_a1405c6b314b43f29aa32919666ce7f8.png/v1/fill/w_365,h_167,al_c,usm_0.66_1.00_0.01/500ee6_a1405c6b314b43f29aa32919666ce7f8.png";
"YBC After School @ River Eves Elementary";;"9000 Eves Road";;"Roswell";"GA";30076;"770-896-3944";;"FULTON";"ybcbuildingstones@gmail.com";;;"Megan";"Williams";;;"https://www.ybckids.com/";;"Monday - Friday";"2:30pm - 6:30pm";;;"We coach young children through ongoing workshops and activities to increase their self-esteem, leading them to an understanding of their values and natural gifts. So they will embrace and share these gifts with confidence and enthusiasm. We all want young people in our communities: To excel academically; To be well-rounded in their interests; To develop strong social and interpersonal skills; To be safe; To be emotionally and physically healthy; To be confident and motivated to do well in life.";;"Yearly Registration $25; Daily Drop In $25; Weekly $75; Partial Week $60; Monthly $288; Sibling Drop In $40; Sibling Weekly $140; Sibling Partial Week $120 ";"YES";"NO";"https://static.wixstatic.com/media/500ee6_a1405c6b314b43f29aa32919666ce7f8.png/v1/fill/w_365,h_167,al_c,usm_0.66_1.00_0.01/500ee6_a1405c6b314b43f29aa32919666ce7f8.png";
"McDonough After School Martial Arts Program";;"1332 McDonough Place";;"McDonough";"GA";30253;"770-320-7206";;"HENRY";;;;;;;"YES";"http://www.ata-bba.net/";;;;;;"Imagine a fun, structured, life-enhancing after school program that not only let your kid have a ton of fun... but taught them valuable life lessons, provided them with great, healthy exercise, and showed them martial arts to keep them safe & sound. AND picked your kid up from school every day, saving you the hassle of making arrangements! Introducing the McDonough after school martial arts program: an awesome blend of fun & games, focused learning, exercise & more - every afternoon. And because we pick your child up from school 5 days a week, you know they're in great hands from the moment the bell rings to the moment they're back in your arms.";;;"YES";"NO";"http://www.ata-bba.net/images/pages/mcdonough-martial-arts.png";
"The Sunshine House - Acworth";;"2536 Mars Hill Church Road";;"Acworth";"GA";30101;"770-974-1701";;"COBB";"center54@sshouse.com";;;"Angela";"Davis";;"YES";"https://sunshinehouse.com/";;"Monday - Friday";"6:30am - 6:30pm";;;"Designed for the dynamic, ever-changing needs of today’s active children, our school-age program emphasizes a safe, organized, and supervised environment responsive to the interests and developmental needs of your child. During school holidays and summer months, we offer a full-day schedule rich in hands-on activities and exciting field trips! Our school-age program is filled with proprietary brain-based experiences, developed by education experts to provide for optimal brain development. Research tells us that children’s brains develop best when they have active experiences in: Critical thinking, Movement, Language development, Relationship building (social-emotional experiences), Sensory exploration. We know your child needs a break after a long day of school, so these activities don’t even feel like learning – they are all about fun experiences! We also encourage children to take an active role in shaping their experience at The Sunshine House - from putting on a class play to forming up clubs to helping design their classroom space. We want your child to feel comfortable and welcome in our engaging after-school environment.";"Arts/crafts, Cooking, Science projects, Music, Talent shows, Carnivals, Clubs, Community service";;"YES";"NO";;"Lewis Elementary, Bullard, Frey, Kennesaw Charter Math & Science Academy"
"The Sunshine House - Roswell Rd.";;"4506 Roswell Road";;"Atlanta";"GA";30342;"404-252-0389";;"FULTON";"center94@sshouse.com";;;"Demetria";"Lightfoot";;"YES";"https://sunshinehouse.com/";;"Monday - Friday";"6:30am - 6:30pm";;;"Designed for the dynamic, ever-changing needs of today’s active children, our school-age program emphasizes a safe, organized, and supervised environment responsive to the interests and developmental needs of your child. During school holidays and summer months, we offer a full-day schedule rich in hands-on activities and exciting field trips! Our school-age program is filled with proprietary brain-based experiences, developed by education experts to provide for optimal brain development. Research tells us that children’s brains develop best when they have active experiences in: Critical thinking, Movement, Language development, Relationship building (social-emotional experiences), Sensory exploration. We know your child needs a break after a long day of school, so these activities don’t even feel like learning – they are all about fun experiences! We also encourage children to take an active role in shaping their experience at The Sunshine House - from putting on a class play to forming up clubs to helping design their classroom space. We want your child to feel comfortable and welcome in our engaging after-school environment.";"Arts/crafts, Cooking, Science projects, Music, Talent shows, Carnivals, Clubs, Community service";;"YES";"NO";;"High Point Elementary, Sara Smith Elementary, Lake Forrest Elementary"
